alpha,family,K,order,steps,m,samples,rotations,twoq,trace_distance,infidelity,seconds
1.5,composite,2,2,1,8,8,16,62.338021141887104,0.09821054897146604,0.09441804861942926,0.12136507034301758
1.5,composite,2,2,2,1,2,18,71.58450528547178,0.3327102302376513,0.3319607474343823,0.1997089385986328
1.5,composite,2,2,2,2,4,20,79.16901057094356,0.1798456224492766,0.17947095046739903,0.20560884475708008
1.5,composite,2,2,2,8,16,32,124.67604228377421,0.04860899050539293,0.04811572851613233,0.2433459758758545
1.5,composite,2,2,4,1,4,36,143.16901057094356,0.1796342401531879,0.17940861049237,0.41235780715942383
1.5,composite,2,2,4,2,8,40,158.3380211418871,0.09396641002391712,0.09385004935421082,0.41641974449157715
1.5,composite,2,2,4,8,32,64,249.35208456754842,0.02442854983087305,0.02434652614598798,0.4834778308868408
1.5,composite,2,2,8,1,8,72,286.3380211418871,0.09393629104756987,0.0938425783587431,0.8197457790374756
1.5,composite,2,2,8,2,16,80,316.6760422837742,0.0481251909229331,0.048076199793690266,0.8306732177734375
1.5,composite,2,2,8,8,64,128,498.70416913509683,0.012270105338125316,0.012250334230876625,0.9567852020263672
1.5,composite,2,2,16,1,16,144,572.6760422837742,0.04812072692352812,0.04807527698908998,1.632551908493042
1.5,composite,2,2,16,2,32,160,633.3520845675484,0.02436647687762023,0.02434297411147146,1.6814451217651367
1.5,composite,2,2,16,8,128,256,997.4083382701937,0.006151981242239147,0.006144937812383677,1.938567876815796
1.5,composite,2,4,1,1,5,205,818.9612632136794,0.5878171471065956,0.5875089546544076,0.5112869739532471
1.5,composite,2,4,1,2,10,210,837.9225264273589,0.3558660169719965,0.35560191358836724,0.5255591869354248
1.5,composite,2,4,1,8,40,240,951.6901057094356,0.10452563152306911,0.10441642666666573,0.6039998531341553
1.5,composite,2,4,2,1,10,410,1637.922526427359,0.35582509573592913,0.35559572060566325,1.0356230735778809
1.5,composite,2,4,2,2,20,420,1675.8450528547178,0.1975810938889314,0.19742553356143477,1.052572250366211
1.5,composite,2,4,2,8,80,480,1903.380211418871,0.053723267855120084,0.053673246496547256,1.2156221866607666
1.5,composite,2,4,4,1,20,820,3275.845052854718,0.19755969635498183,0.19740832983927004,2.03456711769104
1.5,composite,2,4,4,2,40,840,3351.6901057094356,0.10440474435809285,0.10431549421976727,2.098762035369873
1.5,composite,2,4,4,8,160,960,3806.760422837742,0.02724856639891012,0.02722315240437967,2.4385080337524414
1.5,composite,4,2,1,1,1,17,67.71387526388624,0.36847630213609656,0.3668912503188455,32.04069519042969
1.5,composite,4,2,1,4,4,20,78.85550105554495,0.1036166067144098,0.10150694311634811,0.10790705680847168
1.5,composite,4,2,1,16,16,32,123.42200422217982,0.033234263242584855,0.026518253703646133,0.14246106147766113
1.5,composite,4,2,2,1,2,34,135.42775052777247,0.1946526067407714,0.19439186644324713,0.20516085624694824
1.5,composite,4,2,2,4,8,40,157.7110021110899,0.05216115818496594,0.05189803905852375,0.2177901268005371
1.5,composite,4,2,2,16,32,64,246.84400844435964,0.014107640188738148,0.013241446012542735,0.2768399715423584
1.5,composite,4,2,4,1,4,68,270.85550105554495,0.10136399727326513,0.10130245939023075,0.4148099422454834
1.5,composite,4,2,4,4,16,80,315.4220042221798,0.026321868508574,0.026281219898354857,0.4411890506744385
1.5,composite,4,2,4,16,64,128,493.6880168887193,0.006750272648472328,0.0066376581858060835,0.5711910724639893
1.5,composite,4,2,8,1,8,136,541.7110021110899,0.05190679102306088,0.05188522614030189,0.8054351806640625
1.5,composite,4,2,8,4,32,160,630.8440084443596,0.013237388326303643,0.013228589177248895,0.8736708164215088
1.5,composite,4,2,8,16,128,256,987.3760337774386,0.0033394379024723336,0.0033241943466411072,1.131904125213623
1.5,composite,4,2,16,1,16,272,1083.4220042221798,0.02629000706878582,0.026280352355313674,1.6324946880340576
1.5,composite,4,2,16,4,64,320,1261.6880168887192,0.006639768740316129,0.006636862827124279,1.7503139972686768
1.5,composite,4,2,16,16,256,512,1974.7520675548772,0.0016659095857766062,0.0016635111647609335,2.249105930328369
1.5,composite,4,4,1,1,5,405,1618.5693763194313,0.38202848828911884,0.3819274634405416,0.5040040016174316
1.5,composite,4,4,1,4,20,420,1674.2775052777247,0.11237870819143175,0.11234005279752735,0.5480747222900391
1.5,composite,4,4,1,16,80,480,1897.1100211108992,0.029396655622309285,0.02938150635151293,0.7094619274139404
1.5,composite,4,4,2,1,10,810,3237.1387526388626,0.21236126094958596,0.21229912208501567,1.0271978378295898
1.5,composite,4,4,2,4,40,840,3348.5550105554494,0.05789748787777334,0.05787792214584109,1.1000728607177734
1.5,composite,4,4,2,16,160,960,3794.2200422217984,0.014809823270588881,0.01480460150641183,1.4140660762786865
1.5,composite,4,4,4,1,20,1620,6474.277505277725,0.11240502184344961,0.11236920748907941,2.035079002380371
1.5,composite,4,4,4,4,80,1680,6697.110021110899,0.029392501070632706,0.029382372655935907,2.2247228622436523
1.5,composite,4,4,4,16,320,1920,7588.440084443597,0.007433554137999041,0.007430939527318214,2.8364968299865723
1.5,composite,8,2,1,2,2,34,135.17797490092096,0.10064991381666027,0.09991683222111991,32.4856321811676
1.5,composite,8,2,1,8,8,40,156.7118996036838,0.02824583937566299,0.02584794542203983,0.12638187408447266
1.5,composite,8,2,1,32,32,64,242.84759841473527,0.01225955795056026,0.006578305456103162,0.19215798377990723
1.5,composite,8,2,2,2,4,68,270.3559498018419,0.05107003314917616,0.050971111871982666,0.21104907989501953
1.5,composite,8,2,2,8,16,80,313.4237992073676,0.013267262168893377,0.012978466961785173,0.24569010734558105
1.5,composite,8,2,2,32,64,128,485.69519682947055,0.004172870704188772,0.003263579119791471,0.38226914405822754
1.5,composite,8,2,4,2,8,136,540.7118996036838,0.025804870648427562,0.025786598636232005,0.4110851287841797
1.5,composite,8,2,4,8,32,160,626.8475984147352,0.00654668065245435,0.006508939951574755,0.48322415351867676
1.5,composite,8,2,4,32,128,256,971.3903936589411,0.0017624525459407504,0.001631485683253997,0.7540171146392822
1.5,composite,8,2,8,2,16,272,1081.4237992073677,0.01298007844974244,0.012974990455151048,0.837151050567627
1.5,composite,8,2,8,8,64,320,1253.6951968294704,0.0032653235504547917,0.003259795284004996,0.9672510623931885
1.5,composite,8,2,8,32,256,512,1942.7807873178822,0.0008334633629424185,0.0008159864322999644,1.5086719989776611
1.5,composite,8,2,16,2,32,544,2162.8475984147353,0.006510736740122164,0.006508739319340151,1.688525915145874
1.5,composite,8,2,16,8,128,640,2507.390393658941,0.0016323189045717305,0.0016312594422465132,1.9377660751342773
1.5,composite,8,2,16,32,512,1024,3885.5615746357644,0.00041040657711200113,0.00040807323425451347,2.967885971069336
1.5,composite,8,4,1,2,10,810,3235.889874504605,0.11047669842632465,0.11044767533923161,0.5276999473571777
1.5,composite,8,4,1,8,40,840,3343.559498018419,0.028827764189291876,0.02881906352663477,0.6012842655181885
1.5,composite,8,4,1,32,160,960,3774.237992073676,0.007292469297966458,0.007286032424547839,0.9308459758758545
1.5,composite,8,4,2,2,20,1620,6471.77974900921,0.05683000875726751,0.05681518273509922,1.05576491355896
1.5,composite,8,4,2,8,80,1680,6687.118996036838,0.01452392423585228,0.014520023152551631,1.2108588218688965
1.5,composite,8,4,2,32,320,1920,7548.475984147352,0.003651520076720305,0.003650528351925919,1.8613669872283936
1.5,composite,8,4,4,2,40,3240,12943.55949801842,0.028833253120494312,0.028825616797807374,2.1250178813934326
1.5,composite,8,4,4,8,160,3360,13374.237992073677,0.0072893950492305,0.007287431655820464,2.412058115005493
1.5,composite,8,4,4,32,640,3840,15096.951968294705,0.001827512343186718,0.0018270192705354127,3.7178359031677246
1.5,composite,16,2,1,4,4,68,262.3007847904394,0.024377817053985125,0.02315119150586986,31.358908891677856
1.5,composite,16,2,1,16,16,80,305.2031391617577,0.009142339753155714,0.005857879717050207,0.13916635513305664
1.5,composite,16,2,1,64,64,128,476.81255664703065,0.00630226846887926,0.0014906775489198498,0.2718379497528076
1.5,composite,16,2,2,4,8,136,524.6015695808788,0.011787307876800227,0.011630447976273661,0.2170391082763672
1.5,composite,16,2,2,16,32,160,610.4062783235154,0.0034312775572848033,0.0029214176659724256,0.28116416931152344
1.5,composite,16,2,2,64,128,256,953.6251132940613,0.0017387860210172734,0.0007324909186741113,0.5399160385131836
1.5,composite,16,2,4,4,16,272,1049.2031391617577,0.005853818086531395,0.0058314087560011885,0.4537630081176758
1.5,composite,16,2,4,16,64,320,1220.8125566470308,0.001532582229306106,0.0014611455469724088,0.5670361518859863
1.5,composite,16,2,4,64,256,512,1907.2502265881226,0.000557974840761613,0.00036557252768321113,1.082582950592041
1.5,composite,16,2,8,4,32,544,2098.4062783235154,0.0029239589086351076,0.002919971807103794,0.8791959285736084
1.5,composite,16,2,8,16,128,640,2441.6251132940615,0.000740481181281725,0.0007308126067637755,1.147139072418213
1.5,composite,16,2,8,64,512,1024,3814.500453176245,0.0002141010533800772,0.0001827596497716577,2.1527631282806396
1.5,composite,16,2,16,4,64,1088,4196.812556647031,0.0014621053246846845,0.0014610728493769098,1.7628109455108643
1.5,composite,16,2,16,16,256,1280,4883.250226588123,0.0003668685609011424,0.00036547362926608873,2.286623001098633
1.5,composite,16,2,16,64,1024,2048,7629.00090635249,9.582904494143979e-05,9.138160906463355e-05,4.289428949356079
1.5,composite,16,4,1,4,20,1620,6271.5039239521975,0.025862645307674705,0.02585008591234428,0.5501010417938232
1.5,composite,16,4,1,16,80,1680,6486.015695808788,0.0065310330347888605,0.006526567086676316,0.714818000793457
1.5,composite,16,4,1,64,320,1920,7344.062783235153,0.001641444519648524,0.001635760233927419,1.351181983947754
1.5,composite,16,4,2,4,40,3240,12543.007847904395,0.013020094614823766,0.013014390180630886,1.1111371517181396
1.5,composite,16,4,2,16,160,3360,12972.031391617576,0.0032713475752110216,0.0032698882178203714,1.4130878448486328
1.5,composite,16,4,2,64,640,3840,14688.125566470306,0.000818904671490727,0.0008185041817447836,2.6940419673919678
1.5,composite,16,4,4,4,80,6480,25086.01569580879,0.006532028697478062,0.006529194524867221,2.2127490043640137
1.5,composite,16,4,4,16,320,6720,25944.062783235153,0.0016371217159192545,0.001636407877340429,2.848989963531494
1.5,composite,16,4,4,64,1280,7680,29376.25113294061,0.0004095399607471441,0.00040936055231433066,5.395028352737427
1.5,composite,32,2,1,8,8,136,492.87739019258794,0.007798096950950524,0.004836876197075957,30.289268970489502
1.5,composite,32,2,1,32,32,160,579.5095607703516,0.005487500926101863,0.001229054142965369,0.1840360164642334
1.5,composite,32,2,1,128,128,256,926.0382430814068,0.005009236309550113,0.0003251122384577698,0.4363219738006592
1.5,composite,32,2,2,8,16,272,985.7547803851759,0.0028887884683688825,0.00241165360423512,0.23929286003112793
1.5,composite,32,2,2,32,64,320,1159.0191215407033,0.0015192927559141535,0.0006045111036717676,0.3714258670806885
1.5,composite,32,2,2,128,256,512,1852.0764861628136,0.0012605628153728888,0.0001522141038985403,0.8777480125427246
1.5,composite,32,2,4,8,32,544,1971.5095607703518,0.0012732034817019128,0.0012060167669110111,0.4769861698150635
1.5,composite,32,2,4,32,128,640,2318.0382430814066,0.00048005791218794485,0.000301707546859209,0.7434968948364258
1.5,composite,32,2,4,128,512,1024,3704.152972325627,0.00033373232707178924,7.550053702909398e-05,1.7527720928192139
1.5,composite,32,2,8,8,64,1088,3943.0191215407035,0.0006119866839131976,0.0006031639180019699,0.9671399593353271
1.5,composite,32,2,8,32,256,1280,4636.076486162813,0.00018036380287768828,0.00015082987174896978,1.4829020500183105
1.5,composite,32,2,8,128,1024,2048,7408.305944651254,9.443323384515981e-05,3.7713701305785996e-05,3.49807071685791
1.5,composite,32,2,16,8,128,2176,7886.038243081407,0.0003027836436581947,0.00030162714507597777,1.9245922565460205
1.5,composite,32,2,16,32,512,2560,9272.152972325626,7.960600303503546e-05,7.541578041381225e-05,2.95695424079895
1.5,composite,32,2,16,128,2048,4096,14816.611889302509,2.9976842398347075e-05,1.8854745406082785e-05,7.05090594291687
1.5,composite,32,4,1,8,40,3240,11744.38695096294,0.005391357079367038,0.005390361830306611,0.6088759899139404
1.5,composite,32,4,1,32,160,3360,12177.547803851758,0.0013513722543783244,0.0013503672938123268,0.913898229598999
1.5,composite,32,4,1,128,640,3840,13910.191215407034,0.0003410374570214776,0.0003377681298795121,2.197892189025879
1.5,composite,32,4,2,8,80,6480,23488.77390192588,0.0026997824208333304,0.0026994157497524096,1.2328190803527832
1.5,composite,32,4,2,32,320,6720,24355.095607703515,0.0006756490886660138,0.0006755530188514713,1.8389291763305664
1.5,composite,32,4,2,128,1280,7680,27820.38243081407,0.00016897436859288675,0.00016893219553371086,4.383049011230469
1.5,composite,32,4,4,8,160,12960,46977.54780385176,0.0013508765483440338,0.0013506961410836293,2.4230127334594727
1.5,composite,32,4,4,32,640,13440,48710.19121540703,0.00033789462144455786,0.000337849457021866,3.679046154022217
1.5,composite,32,4,4,128,2560,15360,55640.76486162814,8.448476017048294e-05,8.447335874839368e-05,8.782883882522583
1.5,composite,64,2,1,16,16,272,1007.3802328329539,0.005197707575354793,0.0008677280228323037,27.205132007598877
1.5,composite,64,2,1,64,64,320,1173.5209313318155,0.0048706362504333765,0.0002340385406782719,0.2677760124206543
1.5,composite,64,2,1,256,256,512,1838.0837253272625,0.004792273943334024,7.555325191410667e-05,0.776479959487915
1.5,composite,64,2,2,16,32,544,2014.7604656659078,0.0013907942391811318,0.00042402857994505716,0.28711509704589844
1.5,composite,64,2,2,64,128,640,2347.041862663631,0.0012171526524621349,0.00010704071543432558,0.5389759540557861
1.5,composite,64,2,2,256,512,1024,3676.167450654525,0.001177217806343786,2.777780685281339e-05,1.5510179996490479
1.5,composite,64,2,4,16,64,1088,4029.5209313318155,0.0004123665107905443,0.00021145231291996858,0.5733630657196045
1.5,composite,64,2,4,64,256,1280,4694.083725327262,0.00031652948979896784,5.293017692098445e-05,1.0709428787231445
1.5,composite,64,2,4,256,1024,2048,7352.33490130905,0.0002959511231380302,1.329563008223289e-05,3.1173667907714844
1.5,composite,64,2,8,16,128,2176,8059.041862663631,0.00014194528401720904,0.00010569630624146509,1.142676830291748
1.5,composite,64,2,8,64,512,2560,9388.167450654524,8.643694469400603e-05,2.64290654815591e-05,2.156352996826172
1.5,composite,64,2,8,256,2048,4096,14704.6698026181,7.556222228196679e-05,6.611248553944904e-06,6.2171409130096436
1.5,composite,64,2,16,16,256,4352,16118.083725327262,5.8351779725682184e-05,5.284743647226975e-05,2.27925705909729
1.5,composite,64,2,16,64,1024,5120,18776.33490130905,2.5745661750527397e-05,1.3212372724891175e-05,4.292644262313843
1.5,composite,64,2,16,256,4096,8192,29409.3396052362,1.9751843931380367e-05,3.3033547169880606e-06,12.426121950149536
1.5,composite,64,4,1,16,80,6480,24076.90116416477,0.0009472451495935797,0.0009465554594777492,0.7100870609283447
1.5,composite,64,4,1,64,320,6720,24907.604656659078,0.00023846336284537854,0.00023672514708972248,1.3536970615386963
1.5,composite,64,4,1,256,1280,7680,28230.41862663631,6.518497871476805e-05,5.9186982956926926e-05,3.89687180519104
1.5,composite,64,4,2,16,160,12960,48153.80232832954,0.0004735472581789115,0.00047344383825742575,1.4129889011383057
1.5,composite,64,4,2,64,640,13440,49815.209313318155,0.00011842026742246596,0.00011838252009455097,2.6838090419769287
1.5,composite,64,4,2,256,2560,15360,56460.83725327262,2.9646081720447673e-05,2.959698168047975e-05,7.788863897323608
1.5,composite,64,4,4,16,320,25920,96307.60465665908,0.0002368055729190469,0.00023675731877137451,2.8438467979431152
1.5,composite,64,4,4,64,1280,26880,99630.41862663631,5.920701807439258e-05,5.919472841475759e-05,5.384907007217407
1.5,composite,64,4,4,256,5120,30720,112921.67450654524,1.4802520939690163e-05,1.479902003997946e-05,15.594064712524414
1.5,composite,128,2,1,32,32,544,1929.9222208596148,0.004744023442327714,0.00013270314701108177,22.599719047546387
1.5,composite,128,2,1,128,128,640,2271.688883438459,0.00470327418467879,4.967245181886071e-05,0.4452810287475586
1.5,composite,128,2,1,512,512,1024,3638.755533753836,0.0046931464030822755,2.8913684256171024e-05,1.4635767936706543
1.5,composite,128,2,2,32,64,1088,3859.8444417192295,0.0011754464033227367,5.670492349618694e-05,0.3820040225982666
1.5,composite,128,2,2,128,256,1280,4543.377766876918,0.0011548063146612992,1.5164975707526729e-05,0.8772332668304443
1.5,composite,128,2,2,512,1024,2048,7277.511067507672,0.001149707578482847,4.779713481450898e-06,2.919095993041992
1.5,composite,128,2,4,32,128,2176,7719.688883438459,0.00029942157650361,2.7778126449051754e-05,0.7489099502563477
1.5,composite,128,2,4,128,512,2560,9086.755533753836,0.0002889245241050758,7.005743667520825e-06,1.7652621269226074
1.5,composite,128,2,4,512,2048,4096,14555.022135015344,0.000286361939004786,1.8125788642242568e-06,5.839262962341309
1.5,composite,128,2,8,32,256,4352,15439.377766876918,7.841721314449354e-05,1.3853801393848286e-05,1.4767751693725586
1.5,composite,128,2,8,128,1024,5120,18173.511067507672,7.300286735464296e-05,3.467279974689319e-06,3.518476963043213
1.5,composite,128,2,8,512,4096,8192,29110.04427003069,7.17109005873014e-05,8.706328276097963e-07,11.770416259765625
1.5,composite,128,2,16,32,512,8704,30878.755533753836,2.1554623634459626e-05,6.924740919123096e-06,2.9494872093200684
1.5,composite,128,2,16,128,2048,10240,36347.022135015344,1.8685271611080362e-05,1.731427894835491e-06,7.067095994949341
1.5,composite,128,2,16,512,8192,16384,58220.08854006138,1.8028940858027864e-05,4.3309467001595436e-07,23.455649852752686
1.5,composite,128,4,1,32,160,12960,45969.61110429808,0.00012534801621110394,0.0001240423055032247,0.937237024307251
1.5,composite,128,4,1,128,640,13440,47678.444417192295,3.5456001877711075e-05,3.1012174115940816e-05,2.192005157470703
1.5,composite,128,4,1,512,2560,15360,54513.77766876918,1.702213335699881e-05,7.753255458209374e-06,7.295750856399536
1.5,composite,128,4,2,32,320,25920,91939.22220859615,6.206513863256908e-05,6.204317067037834e-05,1.8594090938568115
1.5,composite,128,4,2,128,1280,26880,95356.88883438459,1.5546624277394403e-05,1.5511163181880505e-05,4.430152893066406
1.5,composite,128,4,2,512,5120,30720,109027.55533753836,3.99883309562302e-06,3.877814136576951e-06,14.58659815788269
1.5,composite,128,4,4,32,640,51840,183878.4444171923,3.103030242592192e-05,3.102397774656929e-05,3.6947319507598877
1.5,composite,128,4,4,128,2560,53760,190713.77766876918,7.75796570552504e-06,7.756087352817076e-06,8.959519147872925
1.5,composite,128,4,4,512,10240,61440,218055.11067507672,1.9404248624038745e-06,1.9390273811037417e-06,29.343552112579346
1.5,composite,256,2,1,64,64,1088,3881.3047134749654,0.0047213354199897185,2.81113202618144e-05,12.0658278465271
1.5,composite,256,2,1,256,256,1280,4533.218853899862,0.004719192730568696,2.3725864548795883e-05,0.7852659225463867
1.5,composite,256,2,1,1024,1024,2048,7140.875415599448,0.004718657224632534,2.2629497453574565e-05,2.830911159515381
1.5,composite,256,2,2,64,128,2176,7762.609426949931,0.001156039567385833,4.257589670819684e-06,0.5469748973846436
1.5,composite,256,2,2,256,512,2560,9066.437707799723,0.0011549639932897846,2.064233940890503e-06,1.5577938556671143
1.5,composite,256,2,2,1024,2048,4096,14281.750831198897,0.0011546952704974936,1.5158941670811998e-06,5.641736030578613
1.5,composite,256,2,4,64,256,4352,15525.218853899862,0.00028784573165276843,1.5448217294267153e-06,1.094857931137085
1.5,composite,256,2,4,256,1024,5120,18132.875415599447,0.0002873069972259049,4.4803726639841557e-07,3.1094672679901123
1.5,composite,256,2,4,1024,4096,8192,28563.501662397794,0.00028717248559858297,1.7384076445026153e-07,11.314119100570679
1.5,composite,256,2,8,64,512,8704,31050.437707799723,7.204689497156781e-05,7.363468327303835e-07,2.184468984603882
1.5,composite,256,2,8,256,2048,10240,36265.75083119889,7.177700704848269e-05,1.879408979554853e-07,6.248025178909302
1.5,composite,256,2,8,1024,8192,16384,57127.00332479559,7.170970715525211e-05,5.0839419674097996e-08,22.57239603996277
1.5,composite,256,2,16,64,1024,17408,62100.87541559945,1.8096220594317858e-05,3.659273086764614e-07,4.331398248672485
1.5,composite,256,2,16,256,4096,20480,72531.50166239779,1.7960809797826595e-05,9.172242154686927e-08,12.451162815093994
1.5,composite,256,2,16,1024,16384,32768,114254.00664959117,1.792712892993638e-05,2.3171345286954192e-08,45.158297061920166
1.5,composite,256,4,1,64,320,25920,92686.52356737482,9.448110871983308e-06,6.550666696192309e-06,1.4635472297668457
1.5,composite,256,4,1,256,1280,26880,95946.09426949931,6.129206045509835e-06,1.6376916507354622e-06,3.90675687789917
1.5,composite,256,4,1,1024,5120,30720,108984.37707799724,5.465524187947864e-06,4.094436665269541e-07,14.105821132659912
1.5,composite,256,4,2,64,640,51840,185373.04713474965,3.3027723143349e-06,3.2759305603757838e-06,2.7404849529266357
1.5,composite,256,4,2,256,2560,53760,191892.18853899863,9.097384600226961e-07,8.189835414285085e-07,7.797952890396118
1.5,composite,256,4,2,1024,10240,61440,217968.75415599448,4.070768041603536e-07,2.047466097776507e-07,28.262895107269287
1.5,composite,256,4,4,64,1280,103680,370746.0942694993,1.638794145941765e-06,1.6380679400684883e-06,5.508244037628174
1.5,composite,256,4,4,256,5120,107520,383784.37707799725,4.1043841866310297e-07,4.095170473839005e-07,15.894781112670898
1.5,composite,256,4,4,1024,20480,122880,435937.50831198896,1.0531207339025668e-07,1.0237889924713528e-07,56.52021598815918
