alpha,family,K,order,steps,m,samples,rotations,twoq,trace_distance,infidelity,seconds
2.0,qdrift,0,1,1,100000,100000,100000,397098.9363245865,2.2706833873518933e-05,2.1976785759880713e-05,14.926667928695679
2.0,qdrift,0,1,1,316228,316228,316228,1255738.0243605133,7.1806032600034905e-06,6.9497163455167765e-06,17.903458833694458
2.0,qdrift,0,1,1,1000000,1000000,1000000,3970989.363245865,2.2706482480344484e-06,2.1975393367235085e-06,18.1749849319458
2.0,composite,1,2,1,1,1,5,19.925832206655553,0.365539653046414,0.35153655743857537,32.2089159488678
2.0,composite,1,2,1,4,4,8,31.703328826622208,0.10879851787468818,0.10303974114244963,0.10701107978820801
2.0,composite,1,2,2,1,2,10,39.851664413311106,0.19761022081596072,0.19317449132987485,0.19887781143188477
2.0,composite,1,2,2,4,8,16,63.406657653244416,0.05392948493717599,0.052555629155807804,0.21600008010864258
2.0,composite,1,2,4,1,4,20,79.70332882662221,0.10410657956273439,0.10198222703115667,0.41458582878112793
2.0,composite,1,2,4,4,16,32,126.81331530648883,0.027252057038062105,0.026667988303606283,0.4484279155731201
2.0,composite,1,2,8,1,8,40,159.40665765324442,0.053621730426459555,0.05251612977869058,0.8146140575408936
2.0,composite,1,2,8,4,32,64,253.62663061297766,0.013727378806956708,0.01343799710428728,0.8709728717803955
2.0,composite,1,2,16,1,16,80,318.81331530648885,0.027238884457156377,0.026665029664433737,1.6114709377288818
2.0,composite,1,2,16,4,64,128,507.2532612259553,0.0068924177803861945,0.0067456456480977645,1.746109962463379
2.0,composite,1,4,1,1,5,105,419.62916103327774,0.37937160270396086,0.3732570185082107,0.5083050727844238
2.0,composite,1,4,1,4,20,120,478.5166441331111,0.115966624379313,0.11346801929805195,0.5435080528259277
2.0,composite,1,4,2,1,10,210,839.2583220665555,0.21556629427606747,0.21168942310541672,1.0026600360870361
2.0,composite,1,4,2,4,40,240,957.0332882662221,0.05983074774051753,0.05858031450587764,1.1125519275665283
2.0,composite,1,4,4,1,20,420,1678.516644133111,0.11542872308153991,0.11316122966886777,2.0524051189422607
2.0,composite,1,4,4,4,80,480,1914.0665765324443,0.030455152337846257,0.029808114316958623,2.191758871078491
2.0,composite,2,2,1,1,1,9,35.87858401294631,0.18947873860895154,0.18464537408944048,32.75279712677002
2.0,composite,2,2,1,2,2,10,39.75716802589263,0.10180173307213211,0.09548271224086924,0.10416102409362793
2.0,composite,2,2,1,8,8,16,63.02867210357053,0.041074610347336296,0.02522104301053718,0.11969780921936035
2.0,composite,2,2,2,1,2,18,71.75716802589262,0.09472206856844134,0.09400354973311731,0.20180916786193848
2.0,composite,2,2,2,2,4,20,79.51433605178526,0.04875801385621834,0.04800288697726107,0.20868825912475586
2.0,composite,2,2,2,8,16,32,126.05734420714106,0.01428856375988159,0.01224573881964064,0.23931002616882324
2.0,composite,2,2,4,1,4,36,143.51433605178525,0.04811359932279626,0.04793375378950637,0.408433198928833
2.0,composite,2,2,4,2,8,40,159.02867210357053,0.024395472284169405,0.024256086217089523,0.4117159843444824
2.0,composite,2,2,4,8,32,64,252.1146884142821,0.006402382798017838,0.006124336649007911,0.48180413246154785
2.0,composite,2,2,8,1,8,72,287.0286721035705,0.02431798766741359,0.024249754732994955,0.8056588172912598
2.0,composite,2,2,8,2,16,80,318.05734420714106,0.0122435228264231,0.012202609805927356,0.8428761959075928
2.0,composite,2,2,8,8,64,128,504.2293768285642,0.0031075899046539455,0.0030659373895998154,0.9782462120056152
2.0,composite,2,2,16,1,16,144,574.057344207141,0.012233452536749876,0.0122019277915425,1.6291508674621582
2.0,composite,2,2,16,2,32,160,636.1146884142821,0.006137896683920815,0.006121114731580279,1.682507038116455
2.0,composite,2,2,16,8,128,256,1008.4587536571285,0.0015424273122170676,0.0015341428689004122,1.9201738834381104
2.0,composite,2,4,1,1,5,205,819.3929200647316,0.19839682401536332,0.19785828063541633,0.5135090351104736
2.0,composite,2,4,1,2,10,210,838.7858401294632,0.10472851735336322,0.10440677722708092,0.514462947845459
2.0,composite,2,4,1,8,40,240,955.1433605178527,0.027430623697848554,0.027272940124024814,0.6085000038146973
2.0,composite,2,4,2,1,10,410,1638.7858401294632,0.10416179407479441,0.1039176156931445,1.0189671516418457
2.0,composite,2,4,2,2,20,420,1677.5716802589263,0.053588189880957544,0.05345514109087979,1.046402931213379
2.0,composite,2,4,2,8,80,480,1910.2867210357053,0.01369977871709762,0.013664012140444548,1.2410521507263184
2.0,composite,2,4,4,1,20,820,3277.5716802589263,0.05355741565726376,0.053430174955092835,2.0485429763793945
2.0,composite,2,4,4,2,40,840,3355.1433605178527,0.027177222627606357,0.027110488078185613,2.092133045196533
2.0,composite,2,4,4,8,160,960,3820.5734420714107,0.0068716878251074975,0.00685437636256836,2.4161579608917236
2.0,composite,4,2,1,1,1,17,67.78225562010168,0.06883540335657681,0.06392808005185358,32.03477597236633
2.0,composite,4,2,1,4,4,20,79.1290224804067,0.027899279775676154,0.016480734765920046,0.11244487762451172
2.0,composite,4,2,1,16,16,32,124.51608992162681,0.020486660107967007,0.004400272529332394,0.14197492599487305
2.0,composite,4,2,2,1,2,34,135.56451124020336,0.032558904660419885,0.03205747143865256,0.20214414596557617
2.0,composite,4,2,2,4,8,40,158.2580449608134,0.009587661898853392,0.008107179376683371,0.2215878963470459
2.0,composite,4,2,2,16,32,64,249.03217984325363,0.004961495386191009,0.0020441024841922895,0.29474902153015137
2.0,composite,4,2,4,1,4,68,271.1290224804067,0.016192517822455343,0.016123200639269086,0.40948915481567383
2.0,composite,4,2,4,4,16,80,316.5160899216268,0.0042503922571308994,0.004054703048286479,0.44038891792297363
2.0,composite,4,2,4,16,64,128,498.06435968650726,0.0015511190231463565,0.0010159068413210237,0.5672500133514404
2.0,composite,4,2,8,1,8,136,542.2580449608134,0.008104652304387911,0.008091277851120182,0.8127386569976807
2.0,composite,4,2,8,4,32,160,633.0321798432536,0.0020550122357643158,0.002029032970667033,0.8715131282806396
2.0,composite,4,2,8,16,128,256,996.1287193730145,0.0005930491228494273,0.0005077004827293008,1.130500078201294
2.0,composite,4,2,16,1,16,272,1084.5160899216269,0.0040578162191705,0.004053728407745538,1.6311120986938477
2.0,composite,4,2,16,4,64,320,1266.0643596865073,0.0010188692566385899,0.0010150233082475424,1.7607691287994385
2.0,composite,4,2,16,16,256,512,1992.257438746029,0.00026577904355091413,0.000253859704289372,2.290320873260498
2.0,composite,4,4,1,1,5,405,1618.9112781005083,0.07037588376542685,0.07030937264713644,0.5131161212921143
2.0,composite,4,4,1,4,20,420,1675.6451124020336,0.018102952291740887,0.018043825024340654,0.5459871292114258
2.0,composite,4,4,1,16,80,480,1902.5804496081341,0.0047227211392981885,0.004543813818372322,0.7079129219055176
2.0,composite,4,4,2,1,10,810,3237.8225562010166,0.035768879863460626,0.03574082954289093,1.011570930480957
2.0,composite,4,4,2,4,40,840,3351.2902248040673,0.009065586244557831,0.009058055472337179,1.0926241874694824
2.0,composite,4,4,2,16,160,960,3805.1608992162683,0.00227536087085447,0.002272590780437289,1.4184129238128662
2.0,composite,4,4,4,1,20,1620,6475.645112402033,0.018045147641723873,0.018030852771341976,2.026127815246582
2.0,composite,4,4,4,4,80,1680,6702.580449608135,0.004543096025869461,0.0045394434584075105,2.2305688858032227
2.0,composite,4,4,4,16,320,1920,7610.3217984325365,0.00113782112937713,0.001136894709289571,2.852381944656372
2.0,composite,8,2,1,2,2,34,135.17144560456575,0.014158727508485177,0.009315728485243868,32.61290502548218
2.0,composite,8,2,1,8,8,40,156.685782418263,0.009655116688984179,0.0023894205199093133,0.12151002883911133
2.0,composite,8,2,1,32,32,64,242.74312967305195,0.008751242429271541,0.0006516855969243007,0.18374109268188477
2.0,composite,8,2,2,2,4,68,270.3428912091315,0.005267037093245319,0.004632500196989908,0.20629191398620605
2.0,composite,8,2,2,8,16,80,313.371564836526,0.0025120168055830015,0.0011626009516800817,0.2477710247039795
2.0,composite,8,2,2,32,64,128,485.4862593461039,0.0020056876163388714,0.0002933745989320835,0.37203311920166016
2.0,composite,8,2,4,2,8,136,540.685782418263,0.0024000030495820433,0.002316838120123177,0.41352319717407227
2.0,composite,8,2,4,8,32,160,626.743129673052,0.0008222006260778619,0.0005798614940368818,0.49013209342956543
2.0,composite,8,2,4,32,128,256,970.9725186922078,0.0005283617116008232,0.00014515140574300478,0.7404720783233643
2.0,composite,8,2,8,2,16,272,1081.371564836526,0.0011698568472096895,0.0011589470213801967,0.8443629741668701
2.0,composite,8,2,8,8,64,320,1253.486259346104,0.00032726220453026754,0.00028987438558858436,0.9725158214569092
2.0,composite,8,2,8,32,256,512,1941.9450373844156,0.0001533566969567036,7.248624284317273e-05,1.4941480159759521
2.0,composite,8,2,16,2,32,544,2162.743129673052,0.0005812056462332444,0.0005796330745213574,1.7091760635375977
2.0,composite,8,2,16,8,128,640,2506.972518692208,0.0001500458760404796,0.00014494134307552198,1.956655740737915
2.0,composite,8,2,16,32,512,1024,3883.8900747688313,5.1202994358941786e-05,3.623797681973073e-05,2.95804500579834
2.0,composite,8,4,1,2,10,810,3235.8572280228286,0.010355929333238933,0.010340700961682048,0.5329749584197998
2.0,composite,8,4,1,8,40,840,3343.428912091315,0.0026387979176891252,0.0025953340017806914,0.6078042984008789
2.0,composite,8,4,1,32,160,960,3773.7156483652598,0.0007942565094184429,0.0006495804603983135,0.9222981929779053
2.0,composite,8,4,2,2,20,1620,6471.714456045657,0.005185084486826322,0.005182433327770797,1.0766310691833496
2.0,composite,8,4,2,8,80,1680,6686.85782418263,0.001299014499126206,0.0012981811639618535,1.2096080780029297
2.0,composite,8,4,2,32,320,1920,7547.4312967305195,0.00032568404344257063,0.00032470975850795725,1.8560402393341064
2.0,composite,8,4,4,2,40,3240,12943.428912091314,0.002595716358942351,0.0025944005483292676,2.1107678413391113
2.0,composite,8,4,4,8,160,3360,13373.71564836526,0.0006495814081727857,0.0006492520542757951,2.424433946609497
2.0,composite,8,4,4,32,640,3840,15094.862593461039,0.0001624403082171159,0.0001623541931022876,3.766047954559326
2.0,composite,16,2,1,4,4,68,262.4192438285873,0.006423176955505693,0.0012248380469424003,31.48211407661438
2.0,composite,16,2,1,16,16,80,305.67697531434914,0.005955858338323419,0.0003316334722853753,0.14171314239501953
2.0,composite,16,2,1,64,64,128,478.7079012573965,0.00584459771346855,0.00010821652672221571,0.26847100257873535
2.0,composite,16,2,2,4,8,136,524.8384876571746,0.0016970763008187654,0.0005974485170365806,0.22218108177185059
2.0,composite,16,2,2,16,32,160,611.3539506286983,0.0014457878076309808,0.00015080303578152154,0.28733181953430176
2.0,composite,16,2,2,64,128,256,957.415802514793,0.0013887530323527827,3.91111054347526e-05,0.5350782871246338
2.0,composite,16,2,4,4,16,272,1049.6769753143492,0.0005174842156273907,0.0002979029805181277,0.43856191635131836
2.0,composite,16,2,4,16,64,320,1222.7079012573965,0.00037696640188552004,7.456986907117269e-05,0.5660600662231445
2.0,composite,16,2,4,64,256,512,1914.831605029586,0.0003474144100474774,1.8728732255501868e-05,1.0740599632263184
2.0,composite,16,2,8,4,32,544,2099.3539506286984,0.00018677244912653623,0.00014890765348485324,0.8870272636413574
2.0,composite,16,2,8,16,128,640,2445.415802514793,0.00010473797064035255,3.723436352964793e-05,1.1327557563781738
2.0,composite,16,2,8,64,512,1024,3829.663210059172,8.898028069808003e-05,9.314048811770448e-06,2.1638221740722656
2.0,composite,16,2,16,4,64,1088,4198.707901257397,8.003206706327477e-05,7.445293719465784e-05,1.746263027191162
2.0,composite,16,2,16,16,256,1280,4890.831605029586,3.226917844747041e-05,1.8614101610414657e-05,2.2484240531921387
2.0,composite,16,2,16,64,1024,2048,7659.326420118344,2.3476917335421244e-05,4.653891146788602e-06,4.303055286407471
2.0,composite,16,4,1,4,20,1620,6272.096219142936,0.0013435818128555658,0.0013339221919415056,0.5771739482879639
2.0,composite,16,4,1,16,80,1680,6488.384876571746,0.00036454560725046636,0.0003336584553181865,0.7248020172119141
2.0,composite,16,4,1,64,320,1920,7353.539506286983,0.00015557862599598922,8.343396285215299e-05,1.3577840328216553
2.0,composite,16,4,2,4,40,3240,12544.192438285872,0.0006675706371944443,0.0006670410087303846,1.0995588302612305
2.0,composite,16,4,2,16,160,3360,12976.769753143491,0.00016709751942270185,0.00016680299321847336,1.4209239482879639
2.0,composite,16,4,2,64,640,3840,14707.079012573966,4.237741418341198e-05,4.170346509613232e-05,2.69818377494812
2.0,composite,16,4,4,4,80,6480,25088.384876571745,0.0003337827452919236,0.000333548528983596,2.2089288234710693
2.0,composite,16,4,4,16,320,6720,25953.539506286983,8.345826227506393e-05,8.339787678113275e-05,2.855380058288574
2.0,composite,16,4,4,64,1280,7680,29414.15802514793,2.0870191290452278e-05,2.085014397901208e-05,5.444133043289185
2.0,composite,32,2,1,8,8,136,493.2220313991065,0.005603948695413562,0.00017419759464898377,30.235302209854126
2.0,composite,32,2,1,32,32,160,580.8881255964261,0.005550926387844709,6.651494280507375e-05,0.18097591400146484
2.0,composite,32,2,1,128,128,256,931.5525023857043,0.005537755190384924,3.959251521989948e-05,0.4391012191772461
2.0,composite,32,2,2,8,16,272,986.444062798213,0.0013579324960388218,7.352691310857917e-05,0.2478787899017334
2.0,composite,32,2,2,32,64,320,1161.7762511928522,0.0013310414217525778,1.9693379969654146e-05,0.3697950839996338
2.0,composite,32,2,2,128,256,512,1863.1050047714086,0.0013244072563782733,6.234542934802079e-06,0.8854541778564453
2.0,composite,32,2,4,8,32,544,1972.888125596426,0.00034511254781840366,3.5997644276863916e-05,0.4693918228149414
2.0,composite,32,2,4,32,128,640,2323.5525023857044,0.00033141105371830974,9.079716580817632e-06,0.7585470676422119
2.0,composite,32,2,4,128,512,1024,3726.2100095428173,0.0003280752927595857,2.3501196242392552e-06,1.7525382041931152
2.0,composite,32,2,8,8,64,1088,3945.776251192852,9.08507499768365e-05,1.7952257022280094e-05,0.9671449661254883
2.0,composite,32,2,8,32,256,1280,4647.105004771409,8.375901058001601e-05,4.493079587719606e-06,1.4760890007019043
2.0,composite,32,2,8,128,1024,2048,7452.4200190856345,8.207565728485721e-05,1.1282562950576391e-06,3.518906831741333
2.0,composite,32,2,16,8,128,2176,7891.552502385704,2.528207472491741e-05,8.973271252932236e-06,1.9433670043945312
2.0,composite,32,2,16,32,512,2560,9294.210009542818,2.1501226171018074e-05,2.2436366983180633e-06,2.944288969039917
2.0,composite,32,2,16,128,2048,4096,14904.840038171269,2.0644497434265363e-05,5.612205435934214e-07,7.102259159088135
2.0,composite,32,4,1,8,40,3240,11746.110156995532,0.00016475576484279355,0.00016081354930630454,0.6155209541320801
2.0,composite,32,4,1,32,160,3360,12184.44062798213,5.251930229992002e-05,4.020635044810206e-05,0.9476358890533447
2.0,composite,32,4,1,128,640,3840,13937.762511928522,3.108028489367355e-05,1.005223782057918e-05,2.2359209060668945
2.0,composite,32,4,2,8,80,6480,23492.220313991063,8.043425788985193e-05,8.040155677591088e-05,1.2366657257080078
2.0,composite,32,4,2,32,320,6720,24368.88125596426,2.0183090205972835e-05,2.010101095839545e-05,1.8815758228302002
2.0,composite,32,4,2,128,1280,7680,27875.525023857044,5.3225552112602084e-06,5.025292790228342e-06,4.475930213928223
2.0,composite,32,4,4,8,160,12960,46984.44062798213,4.0208173194329584e-05,4.02021222499771e-05,2.476546049118042
2.0,composite,32,4,4,32,640,13440,48737.76251192852,1.0052776226794241e-05,1.005068623249894e-05,3.7178549766540527
2.0,composite,32,4,4,128,2560,15360,55751.05004771409,2.515323423604552e-06,2.5126814149345478e-06,8.81820797920227
2.0,composite,64,2,1,16,16,272,1007.0519723882612,0.005533195957180153,4.5647516188407344e-05,27.187263011932373
2.0,composite,64,2,1,64,64,320,1172.2078895530449,0.005527689327511114,3.431320673230598e-05,0.26908016204833984
2.0,composite,64,2,1,256,256,512,1832.8315582121795,0.0055263136210851145,3.147960927374349e-05,0.7731950283050537
2.0,composite,64,2,2,16,32,544,2014.1039447765224,0.0013249067474957513,9.288531120699162e-06,0.2861049175262451
2.0,composite,64,2,2,64,128,640,2344.4157791060898,0.0013221413111964794,3.6313566998957825e-06,0.5333380699157715
2.0,composite,64,2,2,256,512,1024,3665.663116424359,0.0013214509436822988,2.217058054809762e-06,1.5538690090179443
2.0,composite,64,2,4,16,64,1088,4028.207889553045,0.00032860937292605093,3.87775973109683e-06,0.5828468799591064
2.0,composite,64,2,4,64,256,1280,4688.8315582121795,0.0003272227194795496,1.049521296647704e-06,1.0805890560150146
2.0,composite,64,2,4,256,1024,2048,7331.326232848718,0.0003268770587242641,3.4246043800756354e-07,3.119623899459839
2.0,composite,64,2,8,16,128,2176,8056.41577910609,8.239903296788697e-05,1.8920804096822508e-06,1.1377851963043213
2.0,composite,64,2,8,64,512,2560,9377.663116424359,8.170286324567203e-05,4.779987412550923e-07,2.153502941131592
2.0,composite,64,2,8,256,2048,4096,14662.652465697436,8.152982611960675e-05,1.2447790775915735e-07,6.253341913223267
2.0,composite,64,2,16,16,256,4352,16112.83155821218,2.0820754956202202e-05,9.431297753881296e-07,2.2558319568634033
2.0,composite,64,2,16,64,1024,5120,18755.326232848718,2.0469966896028348e-05,2.360932800371529e-07,4.306987047195435
2.0,composite,64,2,16,256,4096,8192,29325.304931394872,2.038327580402066e-05,5.933378566247427e-08,12.499985933303833
2.0,composite,64,4,1,16,80,6480,24075.259861941307,2.313371736852463e-05,1.6913865195866684e-05,0.7162871360778809
2.0,composite,64,4,1,64,320,6720,24901.039447765226,1.4340641428146385e-05,4.228603206368753e-06,1.3355326652526855
2.0,composite,64,4,1,256,1280,7680,28204.157791060898,1.2611052946078276e-05,1.0572620636750685e-06,3.9123198986053467
2.0,composite,64,4,2,16,160,12960,48150.519723882615,8.491961454238371e-06,8.448475769418096e-06,1.4403791427612305
2.0,composite,64,4,2,64,640,13440,49802.07889553045,2.2639128132079587e-06,2.112126050501928e-06,2.698132038116455
2.0,composite,64,4,2,256,2560,15360,56408.315582121795,9.063866836259347e-07,5.280320345413259e-07,7.7781641483306885
2.0,composite,64,4,4,16,320,25920,96301.03944776523,4.2252505495035764e-06,4.223919392254416e-06,2.849139928817749
2.0,composite,64,4,4,64,1280,26880,99604.1577910609,1.0574407371755108e-06,1.0559817207322908e-06,5.392674922943115
2.0,composite,64,4,4,256,5120,30720,112816.63116424359,2.6856006869319964e-07,2.639959753025778e-07,15.62546992301941
2.0,composite,128,2,1,32,32,544,1930.5688851496825,0.005502393166787595,3.1505529948128164e-05,22.67483377456665
2.0,composite,128,2,1,128,128,640,2274.2755405987305,0.0055019432607077545,3.057867979028295e-05,0.4344520568847656
2.0,composite,128,2,1,512,512,1024,3649.102162394922,0.005501830790465846,3.034696708892337e-05,1.466238021850586
2.0,composite,128,2,2,32,64,1088,3861.137770299365,0.0013170047473004228,2.3527042604110093e-06,0.3741190433502197
2.0,composite,128,2,2,128,256,1280,4548.551081197461,0.001316778184272025,1.8884555221809762e-06,0.8790807723999023
2.0,composite,128,2,2,512,1024,2048,7298.204324789844,0.0013167215501984886,1.7723934355728943e-06,2.918900966644287
2.0,composite,128,2,4,32,128,2176,7722.27554059873,0.00032585433110752555,4.156366719687554e-07,0.7439279556274414
2.0,composite,128,2,4,128,512,2560,9097.102162394922,0.0003257408756883521,1.8347103269977794e-07,1.7563600540161133
2.0,composite,128,2,4,512,2048,4096,14596.408649579687,0.0003257125186231959,1.2542979410667954e-07,5.845840215682983
2.0,composite,128,2,8,32,256,4352,15444.55108119746,8.128734656755743e-05,1.6137831426732419e-07,1.4970510005950928
2.0,composite,128,2,8,128,1024,5120,18194.204324789844,8.123058200084051e-05,4.5291191463903147e-08,3.50570011138916
2.0,composite,128,2,8,512,4096,8192,29192.817299159375,8.121639762181728e-05,1.626895507200743e-08,11.685181140899658
2.0,composite,128,2,16,32,512,8704,30889.10216239492,2.0327442497038127e-05,7.780386424016683e-08,2.970845937728882
2.0,composite,128,2,16,128,2048,10240,36388.40864957969,2.0299039761051253e-05,1.9759884950509843e-08,7.0375401973724365
2.0,composite,128,2,16,512,8192,16384,58385.63459831875,2.0291945884944032e-05,5.249303880461298e-09,23.399086713790894
2.0,composite,128,4,1,32,160,12960,45972.844425748415,9.74781067953125e-06,1.3855529159556568e-06,0.9467940330505371
2.0,composite,128,4,1,128,640,13440,47691.377702993654,9.212502618166304e-06,3.4644963342600477e-07,2.193477153778076
2.0,composite,128,4,1,512,2560,15360,54565.51081197461,9.083550301149371e-06,8.66737287497088e-08,7.282253980636597
2.0,composite,128,4,2,32,320,25920,91945.68885149683,8.989757399151348e-07,6.934183228723967e-07,1.8678441047668457
2.0,composite,128,4,2,128,1280,26880,95382.75540598731,5.26210000202027e-07,1.733548335991486e-07,4.380285978317261
2.0,composite,128,4,2,512,5120,30720,109131.02162394921,4.5399827185853205e-07,4.3339023703126145e-08,14.61179494857788
2.0,composite,128,4,4,32,640,51840,183891.37770299366,3.487165334101791e-07,3.4674654791899684e-07,3.702610969543457
2.0,composite,128,4,4,128,2560,53760,190765.51081197461,9.355062221782116e-08,8.668691753310753e-08,8.806832075119019
2.0,composite,128,4,4,512,10240,61440,218262.04324789843,3.8349094254759544e-08,2.1672357686242094e-08,29.14869713783264
2.0,composite,256,2,1,64,64,1088,3881.0875184549836,0.005507895328415422,3.0380096811777335e-05,12.129104137420654
2.0,composite,256,2,1,256,256,1280,4532.350073819934,0.005507879456291117,3.0347532572361224e-05,0.7748279571533203
2.0,composite,256,2,1,1024,1024,2048,7137.4002952797355,0.00550787548827366,3.033939158569865e-05,2.8436849117279053
2.0,composite,256,2,2,64,128,2176,7762.175036909967,0.0013180072793012097,1.7587739591373719e-06,0.5467739105224609
2.0,composite,256,2,2,256,512,2560,9064.700147639867,0.0013179993211069835,1.742529932902137e-06,1.5600268840789795
2.0,composite,256,2,2,1024,2048,4096,14274.800590559471,0.0013179973314964336,1.7384687058807913e-06,5.617418050765991
2.0,composite,256,2,4,64,256,4352,15524.350073819935,0.00032602021424935003,1.1711427849725453e-07,1.0869770050048828
2.0,composite,256,2,4,256,1024,5120,18129.400295279735,0.0003260162313947194,1.0899292601784794e-07,3.119333028793335
2.0,composite,256,2,4,1024,4096,8192,28549.601181118942,0.00032601523568160626,1.0696238228469213e-07,11.248869180679321
2.0,composite,256,2,8,64,512,8704,31048.70014763987,8.129158782636741e-05,1.2022090878360814e-08,2.1575090885162354
2.0,composite,256,2,8,256,2048,10240,36258.80059055947,8.128959584889777e-05,7.961217574070645e-09,6.225750923156738
2.0,composite,256,2,8,1024,8192,16384,57099.202362237884,8.128909772628858e-05,6.947101782728282e-09,22.551054000854492
2.0,composite,256,2,16,64,1024,17408,62097.40029527974,2.0310182196531252e-05,3.1197650018910394e-09,4.303140878677368
2.0,composite,256,2,16,256,4096,20480,72517.60118111894,2.0309186159459807e-05,1.089245804664074e-09,12.47958517074585
2.0,composite,256,2,16,1024,16384,32768,114198.40472447577,2.0308937019514622e-05,5.823417303929546e-10,45.15806603431702
2.0,composite,256,4,1,64,320,25920,92685.43759227492,7.442402472852987e-06,4.863598257465185e-08,1.3813889026641846
2.0,composite,256,4,1,256,1280,26880,95941.75036909967,7.424456644141295e-06,1.2200257359928912e-08,3.9040639400482178
2.0,composite,256,4,1,1024,5120,30720,108967.00147639867,7.4199776127785256e-06,3.091390921028392e-09,14.113559246063232
2.0,composite,256,4,2,64,640,51840,185370.87518454983,3.6123314937113405e-07,2.4259997788433907e-08,2.7234907150268555
2.0,composite,256,4,2,256,2560,53760,191883.50073819933,3.5208083486573726e-07,6.0653740918681365e-09,7.841001033782959
2.0,composite,256,4,2,1024,10240,61440,217934.00295279734,3.498312890171377e-07,1.5155596777560731e-09,28.201313972473145
2.0,composite,256,4,4,64,1280,103680,370741.75036909967,2.731550548601946e-08,1.2130476401139845e-08,5.437035083770752
2.0,composite,256,4,4,256,5120,107520,383767.00147639867,2.198038782143809e-08,3.033569617727494e-09,15.610728025436401
2.0,composite,256,4,4,1024,20480,122880,435868.0059055947,2.080700160115153e-08,7.584208816524551e-10,56.46540021896362
