theta,p,cls,prob,phi,q,leak,covariance,unitarity,nontrivial_spread,prob_paper,phi_paper,q_paper,phi_ideal,prob_ideal
0.9572040116406401,0.0,n,0.05540657666758554,2.8716120349219203,-2.220446049250313e-16,2.0816681711721685e-17,3.619301122287853e-17,2.7755575615628914e-17,7.016522229951154e-17,0.05540657666758553,2.8716120349219203,0.0,2.8716120349219203,0.055406576667585535
0.9817477042468103,0.0,t,0.6265703916154429,-1.205540830822659,-5.551115123125783e-16,1.1102230246251565e-16,6.31479282224417e-16,6.661338147750939e-16,7.60315664622255e-17,0.6265703916154426,-1.205540830822659,0.0,-1.205540830822659,0.6265703916154427
0.9817477042468103,0.0,n,0.053347086912079615,2.945243112740431,-8.881784197001252e-16,2.0816681711721685e-17,7.536755503231626e-17,9.71445146547012e-17,7.60315664622255e-17,0.05334708691207963,2.945243112740431,1.1102230246251565e-16,2.945243112740431,0.053347086912079615
1.0062913968529805,0.0,t,0.6424764690892026,-1.247978954910499,-2.220446049250313e-16,1.1102230246251565e-16,1.9580585738262726e-16,3.3306690738754696e-16,6.546139416680338e-17,0.6424764690892025,-1.2479789549104987,1.1102230246251565e-16,-1.2479789549104987,0.6424764690892024
1.0062913968529805,0.0,n,0.05107479013011394,3.0188741905589422,-1.1102230246251565e-16,6.938893903907228e-18,4.220764384040162e-17,1.3877787807814457e-17,6.546139416680338e-17,0.05107479013011392,3.018874190558942,-1.1102230246251565e-16,3.0188741905589414,0.05107479013011393
1.030835089459151,0.0,t,0.6597190115269623,-1.287460264156388,-3.3306690738754696e-16,2.220446049250313e-16,5.557109266127093e-16,4.440892098500626e-16,7.514702163991777e-17,0.659719011526962,-1.2874602641563881,1.1102230246251565e-16,-1.2874602641563881,0.659719011526962
1.030835089459151,0.0,n,0.04861156978186261,3.0925052683774528,-6.661338147750939e-16,2.0816681711721685e-17,4.198618600546396e-17,6.245004513516506e-17,7.514702163991777e-17,0.048611569781862575,3.0925052683774528,5.551115123125783e-17,3.0925052683774528,0.04861156978186257
1.055378782065321,0.0,t,0.6781319638193134,-1.3239246652353156,0.0,2.220446049250313e-16,3.3306690738754696e-16,0.0,4.4430599737083425e-17,0.678131963819313,-1.3239246652353154,5.551115123125783e-17,-1.3239246652353154,0.678131963819313
1.055378782065321,0.0,n,0.04598114802581242,-3.117048960983622,-3.3306690738754696e-16,2.0816681711721685e-17,3.901240879685353e-17,2.7755575615628914e-17,4.4430599737083425e-17,0.045981148025812435,-3.1170489609836234,0.0,-3.1170489609836234,0.045981148025812435
1.0799224746714913,0.0,t,0.6975379991701365,-1.3573599734072161,-4.440892098500626e-16,1.1102230246251565e-16,4.886044989792943e-16,5.551115123125783e-16,4.57980139313838e-17,0.6975379991701365,-1.3573599734072161,0.0,-1.3573599734072161,0.6975379991701365
1.0799224746714913,0.0,n,0.04320885726140909,-3.0434178831651124,-1.1102230246251565e-16,1.3877787807814457e-17,2.7880896495884057e-17,1.3877787807814457e-17,4.57980139313838e-17,0.04320885726140907,-3.0434178831651124,-1.1102230246251565e-16,-3.043417883165113,0.04320885726140907
1.1044661672776617,0.0,t,0.7177502268505875,-1.3877956761899637,-2.220446049250313e-16,2.220446049250313e-16,6.329245045284193e-16,3.3306690738754696e-16,5.76648802964689e-17,0.7177502268505863,-1.3877956761899637,-1.1102230246251565e-16,-1.3877956761899637,0.7177502268505863
1.1044661672776617,0.0,n,0.04032139616420199,-2.9697868053466014,-4.440892098500626e-16,6.938893903907228e-18,3.1986720415755645e-17,3.469446951953614e-17,5.76648802964689e-17,0.04032139616420195,-2.9697868053466014,1.1102230246251565e-16,-2.9697868053466014,0.04032139616420195
1.1290098598838318,0.0,t,0.7385739920589718,-1.415296494557975,-4.440892098500626e-16,2.220446049250313e-16,7.553400771368293e-16,6.661338147750939e-16,4.934061025491062e-17,0.7385739920589718,-1.4152964945579751,-1.1102230246251565e-16,-1.4152964945579751,0.7385739920589719
1.1290098598838318,0.0,n,0.037346572563004,-2.896155727528091,-1.1102230246251565e-15,2.0816681711721685e-17,7.63732339249962e-17,8.326672684688674e-17,4.934061025491062e-17,0.037346572563004034,-2.8961557275280914,0.0,-2.896155727528091,0.03734657256300402
1.1535535524900022,0.0,t,0.7598087505529093,-1.4399561147648927,-1.1102230246251565e-16,2.220446049250313e-16,5.026748538604307e-16,2.220446049250313e-16,4.626380998120694e-17,0.7598087505529086,-1.4399561147648927,0.0,-1.4399561147648927,0.7598087505529086
1.1535535524900022,0.0,n,0.034313035635298784,-2.82252464970958,-5.551115123125783e-16,1.3877787807814457e-17,4.092708846996033e-17,4.163336342344337e-17,4.626380998120694e-17,0.034313035635298764,-2.82252464970958,-1.1102230246251565e-16,-2.82252464970958,0.034313035635298764
1.1780972450961724,0.0,t,0.7812499999999999,-1.4618913543045002,-3.3306690738754696e-16,4.440892098500626e-16,6.401294164406829e-16,5.551115123125783e-16,5.928593550334434e-17,0.78125,-1.4618913543045002,5.551115123125783e-17,-1.4618913543045002,0.78125
1.1780972450961724,0.0,n,0.031249999999999997,-2.7488935718910703,-9.992007221626409e-16,6.938893903907228e-18,3.8045456020772473e-17,5.898059818321144e-17,5.928593550334434e-17,0.03125,-2.748893571891069,-1.1102230246251565e-16,-2.7488935718910694,0.03125000000000001
1.2026409377023426,0.0,t,0.802691249447091,-1.481236926705329,-5.551115123125783e-16,3.3306690738754696e-16,4.904391842469263e-16,8.881784197001252e-16,6.123966996043844e-17,0.8026912494470912,-1.481236926705329,5.551115123125783e-17,-1.481236926705329,0.8026912494470912
1.2026409377023426,0.0,n,0.028186964364701243,-2.6752624940725576,-3.3306690738754696e-16,6.938893903907228e-18,4.9096045625102536e-17,1.734723475976807e-17,6.123966996043844e-17,0.02818696436470125,-2.675262494072559,1.1102230246251565e-16,-2.675262494072559,0.028186964364701247
1.227184630308513,0.0,t,0.8239260079410287,-1.4981408883753156,-5.551115123125783e-16,2.220446049250313e-16,4.989582480176451e-16,8.881784197001252e-16,5.898059818321144e-17,0.8239260079410281,-1.4981408883753153,0.0,-1.4981408883753153,0.8239260079410281
