n,state,k_star,learned,copies,negatives
24,161,25,1,101,1
24,162,25,1,101,3
24,163,24,1,97,3
24,164,24,1,97,2
24,165,25,1,101,1
24,166,24,1,97,8
24,167,26,1,105,3
24,168,24,1,97,4
24,169,24,1,97,3
24,170,29,1,117,3
24,171,24,1,97,4
24,172,24,1,97,2
24,173,27,1,109,4
24,174,24,1,97,2
24,175,27,1,109,5
24,176,24,1,97,8
24,177,27,1,109,2
24,178,26,1,105,1
24,179,25,1,101,5
24,180,27,1,109,3
24,181,25,1,101,5
24,182,30,1,121,3
24,183,25,1,101,4
24,184,24,1,97,1
24,185,25,1,101,1
24,186,28,1,113,5
24,187,25,1,101,2
24,188,0,0,-1,-1
24,189,27,1,109,2
24,190,24,1,97,6
24,191,24,1,97,1
24,192,26,1,105,3
24,193,24,1,97,6
24,194,26,1,105,2
24,195,25,1,101,6
24,196,28,1,113,1
24,197,25,1,101,1
24,198,25,1,101,4
24,199,26,1,105,5
32,0,32,1,129,5
32,1,33,1,133,3
32,2,34,1,137,3
32,3,34,1,137,5
32,4,33,1,133,8
32,5,34,1,137,6
32,6,34,1,137,4
32,7,33,1,133,5
32,8,39,1,157,6
32,9,33,1,133,8
32,10,36,1,145,4
32,11,40,1,161,4
32,12,35,1,141,2
32,13,32,1,129,3
32,14,33,1,133,9
32,15,34,1,137,6
32,16,33,1,133,8
32,17,33,1,133,4
32,18,34,1,137,3
32,19,33,1,133,5
32,20,33,1,133,7
32,21,33,1,133,2
32,22,32,1,129,2
32,23,33,1,133,3
32,24,34,1,137,5
32,25,33,1,133,8
32,26,34,1,137,6
32,27,33,1,133,5
32,28,32,1,129,2
32,29,34,1,137,4
32,30,34,1,137,4
32,31,33,1,133,8
32,32,32,1,129,4
32,33,33,1,133,3
32,34,33,1,133,8
32,35,34,1,137,5
32,36,36,1,145,1
32,37,39,1,157,3
32,38,34,1,137,1
32,39,33,1,133,3
32,40,36,1,145,7
32,41,34,1,137,11
32,42,39,1,157,8
32,43,33,1,133,6
32,44,34,1,137,4
32,45,33,1,133,5
32,46,33,1,133,5
32,47,33,1,133,7
32,48,32,1,129,2
32,49,32,1,129,7
32,50,33,1,133,6
32,51,38,1,153,10
32,52,33,1,133,4
32,53,32,1,129,2
32,54,35,1,141,1
32,55,34,1,137,4
32,56,32,1,129,2
32,57,32,1,129,4
32,58,33,1,133,9
32,59,32,1,129,7
32,60,32,1,129,4
32,61,35,1,141,7
32,62,33,1,133,4
32,63,35,1,141,4
32,64,34,1,137,2
32,65,33,1,133,4
32,66,37,1,149,8
32,67,33,1,133,10
32,68,36,1,145,7
32,69,33,1,133,10
32,70,32,1,129,4
32,71,37,1,149,5
32,72,32,1,129,3
32,73,34,1,137,4
32,74,33,1,133,8
32,75,32,1,129,4
32,76,33,1,133,3
32,77,34,1,137,7
32,78,34,1,137,2
32,79,33,1,133,3
32,80,33,1,133,4
32,81,37,1,149,3
32,82,35,1,141,5
32,83,32,1,129,2
32,84,33,1,133,8
32,85,34,1,137,4
32,86,33,1,133,5
32,87,37,1,149,2
32,88,33,1,133,5
32,89,34,1,137,6
32,90,35,1,141,4
32,91,36,1,145,7
32,92,32,1,129,6
32,93,32,1,129,4
32,94,33,1,133,6
32,95,34,1,137,4
32,96,32,1,129,7
32,97,37,1,149,7
32,98,34,1,137,1
32,99,35,1,141,0
32,100,35,1,141,3
32,101,34,1,137,4
32,102,32,1,129,2
32,103,34,1,137,4
32,104,35,1,141,2
32,105,34,1,137,5
32,106,34,1,137,7
32,107,33,1,133,4
32,108,33,1,133,6
32,109,33,1,133,8
32,110,32,1,129,7
32,111,36,1,145,7
32,112,34,1,137,4
32,113,33,1,133,3
32,114,33,1,133,5
32,115,33,1,133,6
32,116,32,1,129,3
32,117,32,1,129,4
32,118,32,1,129,3
32,119,32,1,129,3
32,120,32,1,129,4
32,121,35,1,141,8
32,122,34,1,137,6
32,123,36,1,145,7
32,124,32,1,129,7
32,125,32,1,129,8
32,126,37,1,149,1
32,127,38,1,153,3
32,128,34,1,137,4
32,129,33,1,133,2
32,130,32,1,129,1
32,131,33,1,133,3
32,132,33,1,133,6
32,133,32,1,129,5
32,134,33,1,133,8
32,135,33,1,133,3
32,136,33,1,133,5
32,137,32,1,129,5
32,138,33,1,133,5
32,139,34,1,137,4
32,140,35,1,141,4
32,141,33,1,133,4
32,142,32,1,129,5
32,143,38,1,153,11
32,144,35,1,141,3
32,145,32,1,129,8
32,146,35,1,141,1
32,147,32,1,129,1
32,148,32,1,129,7
32,149,32,1,129,3
32,150,33,1,133,7
32,151,33,1,133,4
32,152,32,1,129,4
32,153,32,1,129,6
32,154,32,1,129,5
32,155,35,1,141,4
32,156,36,1,145,3
32,157,34,1,137,7
32,158,35,1,141,6
32,159,37,1,149,4
32,160,32,1,129,2
32,161,34,1,137,4
32,162,33,1,133,5
32,163,34,1,137,8
32,164,34,1,137,10
32,165,33,1,133,4
32,166,32,1,129,6
32,167,34,1,137,3
32,168,34,1,137,7
32,169,33,1,133,2
32,170,34,1,137,3
32,171,35,1,141,10
32,172,32,1,129,12
32,173,35,1,141,2
32,174,32,1,129,4
32,175,32,1,129,4
32,176,33,1,133,6
32,177,32,1,129,3
32,178,32,1,129,3
32,179,33,1,133,6
32,180,35,1,141,2
32,181,32,1,129,4
32,182,33,1,133,5
32,183,33,1,133,5
32,184,37,1,149,5
32,185,32,1,129,6
32,186,38,1,153,5
32,187,34,1,137,5
32,188,37,1,149,5
32,189,33,1,133,3
32,190,36,1,145,8
32,191,32,1,129,2
32,192,33,1,133,6
32,193,35,1,141,3
32,194,32,1,129,2
32,195,36,1,145,4
32,196,32,1,129,0
32,197,33,1,133,0
32,198,33,1,133,5
32,199,34,1,137,3
48,0,48,1,193,8
48,1,48,1,193,9
48,2,48,1,193,8
48,3,49,1,197,9
48,4,49,1,197,6
48,5,50,1,201,7
48,6,48,1,193,5
48,7,49,1,197,10
48,8,51,1,205,14
48,9,53,1,213,5
48,10,49,1,197,7
48,11,52,1,209,8
48,12,51,1,205,5
48,13,48,1,193,7
48,14,49,1,197,5
48,15,49,1,197,11
48,16,56,1,225,8
48,17,49,1,197,5
48,18,48,1,193,5
48,19,48,1,193,2
48,20,48,1,193,8
48,21,51,1,205,5
48,22,52,1,209,3
48,23,48,1,193,6
48,24,54,1,217,4
48,25,48,1,193,8
48,26,49,1,197,3
48,27,49,1,197,7
48,28,50,1,201,7
48,29,49,1,197,6
48,30,52,1,209,8
48,31,48,1,193,9
48,32,50,1,201,8
48,33,53,1,213,4
48,34,48,1,193,8
48,35,50,1,201,12
48,36,48,1,193,10
48,37,48,1,193,7
48,38,51,1,205,7
48,39,52,1,209,6
48,40,51,1,205,17
48,41,53,1,213,9
48,42,49,1,197,13
48,43,48,1,193,9
48,44,48,1,193,4
48,45,56,1,225,4
48,46,49,1,197,6
48,47,49,1,197,6
48,48,49,1,197,5
48,49,49,1,197,8
48,50,55,1,221,7
48,51,48,1,193,3
48,52,51,1,205,9
48,53,49,1,197,5
48,54,50,1,201,12
48,55,49,1,197,7
48,56,50,1,201,3
48,57,53,1,213,10
48,58,50,1,201,11
48,59,48,1,193,7
48,60,48,1,193,3
48,61,53,1,213,6
48,62,50,1,201,5
48,63,55,1,221,12
48,64,49,1,197,8
48,65,49,1,197,6
48,66,51,1,205,4
48,67,50,1,201,3
48,68,49,1,197,2
48,69,51,1,205,5
48,70,48,1,193,6
48,71,50,1,201,9
48,72,49,1,197,8
48,73,50,1,201,7
48,74,49,1,197,11
48,75,51,1,205,10
48,76,51,1,205,6
48,77,49,1,197,7
48,78,48,1,193,6
48,79,49,1,197,6
48,80,48,1,193,6
48,81,48,1,193,7
48,82,52,1,209,10
48,83,49,1,197,6
48,84,50,1,201,7
48,85,48,1,193,8
48,86,48,1,193,9
48,87,51,1,205,6
48,88,49,1,197,3
48,89,50,1,201,4
48,90,49,1,197,10
48,91,48,1,193,6
48,92,49,1,197,11
48,93,49,1,197,10
48,94,51,1,205,5
48,95,49,1,197,8
48,96,50,1,201,6
48,97,51,1,205,5
48,98,49,1,197,8
48,99,49,1,197,12
48,100,49,1,197,4
48,101,52,1,209,5
48,102,51,1,205,5
48,103,50,1,201,4
48,104,51,1,205,12
48,105,49,1,197,9
48,106,49,1,197,8
48,107,52,1,209,5
48,108,48,1,193,10
48,109,49,1,197,4
48,110,49,1,197,8
48,111,49,1,197,6
48,112,51,1,205,7
48,113,50,1,201,4
48,114,51,1,205,4
48,115,50,1,201,3
48,116,49,1,197,5
48,117,49,1,197,8
48,118,49,1,197,7
48,119,48,1,193,4
48,120,49,1,197,4
48,121,49,1,197,9
48,122,48,1,193,5
48,123,56,1,225,2
48,124,48,1,193,6
48,125,48,1,193,12
48,126,52,1,209,6
48,127,49,1,197,6
48,128,48,1,193,9
48,129,48,1,193,4
48,130,49,1,197,7
48,131,51,1,205,3
48,132,48,1,193,13
48,133,48,1,193,7
48,134,51,1,205,3
48,135,48,1,193,8
48,136,50,1,201,2
48,137,48,1,193,4
48,138,48,1,193,10
48,139,49,1,197,2
48,140,48,1,193,7
48,141,49,1,197,7
48,142,52,1,209,12
48,143,48,1,193,8
48,144,48,1,193,6
48,145,48,1,193,6
48,146,51,1,205,5
48,147,48,1,193,11
48,148,48,1,193,9
48,149,49,1,197,4
48,150,50,1,201,8
48,151,49,1,197,11
48,152,48,1,193,17
48,153,50,1,201,7
48,154,48,1,193,7
48,155,50,1,201,7
48,156,48,1,193,5
48,157,48,1,193,9
48,158,48,1,193,13
48,159,48,1,193,4
48,160,48,1,193,14
48,161,48,1,193,3
48,162,49,1,197,5
48,163,48,1,193,10
48,164,51,1,205,4
48,165,52,1,209,7
48,166,48,1,193,8
48,167,48,1,193,5
48,168,49,1,197,9
48,169,49,1,197,7
48,170,49,1,197,6
48,171,50,1,201,11
48,172,49,1,197,6
48,173,53,1,213,4
48,174,52,1,209,5
48,175,49,1,197,11
48,176,49,1,197,13
48,177,49,1,197,8
48,178,50,1,201,2
48,179,54,1,217,4
48,180,48,1,193,6
48,181,50,1,201,8
48,182,52,1,209,9
48,183,50,1,201,8
48,184,50,1,201,7
48,185,48,1,193,10
48,186,48,1,193,1
48,187,50,1,201,6
48,188,49,1,197,5
48,189,49,1,197,2
48,190,54,1,217,5
48,191,51,1,205,4
48,192,48,1,193,7
48,193,49,1,197,16
48,194,48,1,193,11
48,195,48,1,193,13
48,196,52,1,209,8
48,197,48,1,193,1
48,198,51,1,205,10
48,199,48,1,193,9
64,0,66,1,265,8
64,1,65,1,261,12
64,2,69,1,277,9
64,3,64,1,257,11
64,4,65,1,261,9
64,5,68,1,273,12
64,6,64,1,257,7
64,7,66,1,265,6
64,8,64,1,257,10
64,9,67,1,269,8
64,10,66,1,265,6
64,11,64,1,257,6
64,12,64,1,257,12
64,13,66,1,265,17
64,14,64,1,257,13
64,15,68,1,273,13
64,16,66,1,265,10
64,17,65,1,261,10
64,18,64,1,257,12
64,19,66,1,265,9
64,20,66,1,265,17
64,21,67,1,269,10
64,22,64,1,257,2
64,23,68,1,273,10
64,24,64,1,257,8
64,25,67,1,269,7
64,26,66,1,265,11
64,27,64,1,257,13
64,28,66,1,265,6
64,29,65,1,261,6
64,30,65,1,261,13
64,31,69,1,277,17
64,32,66,1,265,10
64,33,67,1,269,11
64,34,64,1,257,12
64,35,68,1,273,12
64,36,66,1,265,12
64,37,64,1,257,18
64,38,65,1,261,6
64,39,65,1,261,12
64,40,64,1,257,17
64,41,64,1,257,6
64,42,65,1,261,8
64,43,66,1,265,12
64,44,66,1,265,10
64,45,65,1,261,12
64,46,64,1,257,10
64,47,69,1,277,13
64,48,65,1,261,13
64,49,64,1,257,14
64,50,67,1,269,12
64,51,66,1,265,8
64,52,64,1,257,7
64,53,69,1,277,9
64,54,65,1,261,13
64,55,64,1,257,8
64,56,66,1,265,8
64,57,65,1,261,14
64,58,65,1,261,5
64,59,64,1,257,3
64,60,68,1,273,11
64,61,64,1,257,5
64,62,64,1,257,12
64,63,65,1,261,12
64,64,64,1,257,14
64,65,65,1,261,15
64,66,66,1,265,10
64,67,65,1,261,6
64,68,66,1,265,9
64,69,66,1,265,10
64,70,66,1,265,8
64,71,65,1,261,9
64,72,68,1,273,7
64,73,66,1,265,13
64,74,64,1,257,7
64,75,66,1,265,14
64,76,65,1,261,5
64,77,65,1,261,5
64,78,66,1,265,11
64,79,64,1,257,4
64,80,66,1,265,12
64,81,65,1,261,5
64,82,65,1,261,12
64,83,64,1,257,14
64,84,66,1,265,7
64,85,64,1,257,13
64,86,64,1,257,8
64,87,65,1,261,13
64,88,64,1,257,7
64,89,64,1,257,8
64,90,71,1,285,4
64,91,64,1,257,12
64,92,64,1,257,10
64,93,66,1,265,11
64,94,65,1,261,7
64,95,66,1,265,9
64,96,69,1,277,9
64,97,64,1,257,7
64,98,65,1,261,12
64,99,65,1,261,7
64,100,69,1,277,7
64,101,64,1,257,6
64,102,66,1,265,5
64,103,67,1,269,6
64,104,65,1,261,7
64,105,67,1,269,8
64,106,68,1,273,6
64,107,64,1,257,9
64,108,64,1,257,18
64,109,64,1,257,6
64,110,66,1,265,4
64,111,65,1,261,13
64,112,64,1,257,8
64,113,66,1,265,3
64,114,65,1,261,9
64,115,66,1,265,20
64,116,64,1,257,8
64,117,69,1,277,2
64,118,68,1,273,10
64,119,64,1,257,6
64,120,64,1,257,8
64,121,67,1,269,9
64,122,64,1,257,9
64,123,65,1,261,4
64,124,64,1,257,16
64,125,67,1,269,9
64,126,66,1,265,8
64,127,66,1,265,12
64,128,64,1,257,9
64,129,64,1,257,10
64,130,64,1,257,11
64,131,65,1,261,10
64,132,64,1,257,8
64,133,65,1,261,13
64,134,66,1,265,8
64,135,66,1,265,6
64,136,66,1,265,8
64,137,66,1,265,10
64,138,66,1,265,5
64,139,65,1,261,13
64,140,64,1,257,4
64,141,66,1,265,6
64,142,65,1,261,11
64,143,64,1,257,14
64,144,64,1,257,14
64,145,68,1,273,11
64,146,68,1,273,7
64,147,64,1,257,10
64,148,65,1,261,12
64,149,64,1,257,5
64,150,66,1,265,7
64,151,66,1,265,8
64,152,66,1,265,5
64,153,65,1,261,9
64,154,66,1,265,12
64,155,65,1,261,7
64,156,64,1,257,12
64,157,67,1,269,7
64,158,64,1,257,7
64,159,65,1,261,10
64,160,65,1,261,12
64,161,66,1,265,9
64,162,67,1,269,12
64,163,68,1,273,8
64,164,65,1,261,9
64,165,65,1,261,8
64,166,66,1,265,10
64,167,65,1,261,13
64,168,67,1,269,9
64,169,64,1,257,14
64,170,64,1,257,12
64,171,66,1,265,8
64,172,65,1,261,13
64,173,65,1,261,4
64,174,64,1,257,13
64,175,64,1,257,12
64,176,65,1,261,10
64,177,70,1,281,11
64,178,64,1,257,8
64,179,67,1,269,3
64,180,65,1,261,12
64,181,68,1,273,12
64,182,65,1,261,14
64,183,65,1,261,9
64,184,70,1,281,8
64,185,66,1,265,7
64,186,64,1,257,11
64,187,66,1,265,12
64,188,66,1,265,16
64,189,68,1,273,8
64,190,66,1,265,15
64,191,64,1,257,5
64,192,68,1,273,14
64,193,64,1,257,24
64,194,66,1,265,9
64,195,66,1,265,7
64,196,65,1,261,12
64,197,64,1,257,12
64,198,65,1,261,5
64,199,64,1,257,5
96,0,98,1,393,14
96,1,97,1,389,19
96,2,100,1,401,11
96,3,102,1,409,11
96,4,98,1,393,14
96,5,96,1,385,17
96,6,96,1,385,20
96,7,98,1,393,9
96,8,98,1,393,16
96,9,100,1,401,14
96,10,96,1,385,18
96,11,100,1,401,13
96,12,99,1,397,21
96,13,99,1,397,14
96,14,96,1,385,12
96,15,99,1,397,16
96,16,98,1,393,21
96,17,96,1,385,11
96,18,99,1,397,17
96,19,99,1,397,15
96,20,99,1,397,22
96,21,96,1,385,14
96,22,97,1,389,13
96,23,96,1,385,11
96,24,96,1,385,13
96,25,97,1,389,8
96,26,99,1,397,15
96,27,96,1,385,11
96,28,103,1,413,13
96,29,97,1,389,19
96,30,97,1,389,13
96,31,96,1,385,9
96,32,99,1,397,15
96,33,97,1,389,17
96,34,96,1,385,20
96,35,97,1,389,18
96,36,96,1,385,12
96,37,96,1,385,19
96,38,96,1,385,11
96,39,97,1,389,14
96,40,97,1,389,9
96,41,99,1,397,17
96,42,98,1,393,16
96,43,96,1,385,14
96,44,96,1,385,11
96,45,99,1,397,15
96,46,99,1,397,11
96,47,98,1,393,12
96,48,96,1,385,6
96,49,97,1,389,10
96,50,96,1,385,6
96,51,98,1,393,21
96,52,97,1,389,25
96,53,99,1,397,19
96,54,99,1,397,11
96,55,99,1,397,19
96,56,99,1,397,13
96,57,96,1,385,18
96,58,97,1,389,9
96,59,98,1,393,15
96,60,97,1,389,15
96,61,99,1,397,16
96,62,97,1,389,12
96,63,96,1,385,17
96,64,97,1,389,11
96,65,96,1,385,22
96,66,98,1,393,19
96,67,97,1,389,7
96,68,97,1,389,15
96,69,98,1,393,20
96,70,100,1,401,14
96,71,96,1,385,13
96,72,96,1,385,29
96,73,96,1,385,9
96,74,98,1,393,22
96,75,103,1,413,11
96,76,96,1,385,19
96,77,96,1,385,13
96,78,100,1,401,12
96,79,96,1,385,20
96,80,101,1,405,15
96,81,96,1,385,19
96,82,99,1,397,5
96,83,98,1,393,16
96,84,97,1,389,19
96,85,98,1,393,16
96,86,96,1,385,8
96,87,96,1,385,15
96,88,98,1,393,15
96,89,96,1,385,10
96,90,98,1,393,11
96,91,96,1,385,15
96,92,97,1,389,14
96,93,96,1,385,21
96,94,99,1,397,11
96,95,97,1,389,11
96,96,100,1,401,9
96,97,97,1,389,12
96,98,98,1,393,13
96,99,98,1,393,15
96,100,98,1,393,11
96,101,96,1,385,19
96,102,101,1,405,20
96,103,97,1,389,10
96,104,100,1,401,17
96,105,99,1,397,22
96,106,98,1,393,17
96,107,98,1,393,9
96,108,97,1,389,12
96,109,96,1,385,13
96,110,96,1,385,16
96,111,99,1,397,12
96,112,96,1,385,21
96,113,96,1,385,8
96,114,97,1,389,19
96,115,96,1,385,10
96,116,99,1,397,15
96,117,97,1,389,10
96,118,101,1,405,7
96,119,98,1,393,22
96,120,98,1,393,14
96,121,96,1,385,17
96,122,100,1,401,20
96,123,99,1,397,7
96,124,97,1,389,18
96,125,97,1,389,13
96,126,99,1,397,8
96,127,98,1,393,15
96,128,97,1,389,5
96,129,97,1,389,8
96,130,98,1,393,17
96,131,96,1,385,16
96,132,97,1,389,14
96,133,100,1,401,18
96,134,96,1,385,17
96,135,96,1,385,11
96,136,98,1,393,6
96,137,97,1,389,12
96,138,96,1,385,16
96,139,96,1,385,13
96,140,97,1,389,12
96,141,98,1,393,18
96,142,98,1,393,23
96,143,97,1,389,22
96,144,96,1,385,11
96,145,98,1,393,16
96,146,96,1,385,15
96,147,96,1,385,22
96,148,97,1,389,22
96,149,99,1,397,15
96,150,99,1,397,16
96,151,98,1,393,11
96,152,97,1,389,18
96,153,97,1,389,15
96,154,98,1,393,12
96,155,97,1,389,7
96,156,97,1,389,18
96,157,0,0,-1,-1
96,158,98,1,393,13
96,159,97,1,389,11
96,160,96,1,385,19
96,161,96,1,385,17
96,162,98,1,393,3
96,163,98,1,393,16
96,164,98,1,393,19
96,165,99,1,397,11
96,166,99,1,397,15
96,167,97,1,389,8
96,168,96,1,385,6
96,169,96,1,385,20
96,170,96,1,385,11
96,171,100,1,401,17
96,172,99,1,397,12
96,173,97,1,389,17
96,174,96,1,385,5
96,175,96,1,385,14
96,176,96,1,385,16
96,177,96,1,385,12
96,178,98,1,393,14
96,179,97,1,389,12
96,180,99,1,397,8
96,181,97,1,389,11
96,182,98,1,393,7
96,183,98,1,393,9
96,184,98,1,393,15
96,185,97,1,389,9
96,186,96,1,385,10
96,187,98,1,393,12
96,188,96,1,385,14
96,189,97,1,389,21
96,190,96,1,385,16
96,191,103,1,413,17
96,192,99,1,397,19
96,193,96,1,385,19
96,194,100,1,401,15
96,195,96,1,385,12
96,196,100,1,401,14
96,197,96,1,385,15
96,198,97,1,389,11
96,199,100,1,401,20
128,0,130,1,521,23
128,1,129,1,517,22
128,2,130,1,521,19
128,3,131,1,525,17
128,4,130,1,521,27
128,5,131,1,525,17
128,6,128,1,513,16
128,7,128,1,513,26
128,8,130,1,521,15
128,9,129,1,517,16
128,10,130,1,521,19
128,11,128,1,513,14
128,12,130,1,521,21
128,13,130,1,521,18
128,14,129,1,517,18
128,15,130,1,521,20
128,16,131,1,525,9
128,17,131,1,525,24
128,18,130,1,521,26
128,19,128,1,513,33
128,20,129,1,517,14
128,21,130,1,521,10
128,22,130,1,521,11
128,23,129,1,517,16
128,24,130,1,521,15
128,25,132,1,529,16
128,26,129,1,517,8
128,27,128,1,513,20
128,28,129,1,517,13
128,29,131,1,525,15
128,30,135,1,541,25
128,31,131,1,525,23
128,32,128,1,513,26
128,33,130,1,521,21
128,34,130,1,521,20
128,35,130,1,521,23
128,36,128,1,513,20
128,37,129,1,517,17
128,38,129,1,517,16
128,39,130,1,521,18
128,40,130,1,521,24
128,41,130,1,521,20
128,42,0,0,-1,-1
128,43,130,1,521,15
128,44,128,1,513,18
128,45,129,1,517,36
128,46,132,1,529,20
128,47,129,1,517,15
128,48,131,1,525,18
128,49,130,1,521,14
128,50,129,1,517,18
128,51,133,1,533,11
128,52,130,1,521,20
128,53,130,1,521,24
128,54,128,1,513,26
128,55,128,1,513,21
128,56,128,1,513,21
128,57,129,1,517,23
128,58,133,1,533,12
128,59,129,1,517,19
128,60,130,1,521,19
128,61,128,1,513,18
128,62,128,1,513,22
128,63,128,1,513,21
128,64,131,1,525,13
128,65,129,1,517,18
128,66,128,1,513,17
128,67,130,1,521,10
128,68,128,1,513,26
128,69,129,1,517,15
128,70,134,1,537,23
128,71,128,1,513,22
128,72,130,1,521,12
128,73,128,1,513,20
128,74,131,1,525,22
128,75,129,1,517,18
128,76,134,1,537,17
128,77,130,1,521,25
128,78,128,1,513,16
128,79,129,1,517,21
128,80,130,1,521,20
128,81,129,1,517,22
128,82,129,1,517,16
128,83,128,1,513,18
128,84,132,1,529,16
128,85,134,1,537,15
128,86,131,1,525,19
128,87,128,1,513,24
128,88,128,1,513,24
128,89,130,1,521,20
128,90,129,1,517,17
128,91,132,1,529,11
128,92,128,1,513,19
128,93,130,1,521,21
128,94,128,1,513,12
128,95,129,1,517,20
128,96,129,1,517,14
128,97,132,1,529,12
128,98,0,0,-1,-1
128,99,128,1,513,16
128,100,128,1,513,18
128,101,133,1,533,20
128,102,130,1,521,18
128,103,128,1,513,38
128,104,128,1,513,28
128,105,129,1,517,19
128,106,128,1,513,30
128,107,130,1,521,12
128,108,136,1,545,13
128,109,128,1,513,19
128,110,129,1,517,25
128,111,129,1,517,14
128,112,129,1,517,22
128,113,129,1,517,19
128,114,129,1,517,18
128,115,129,1,517,13
128,116,128,1,513,24
128,117,132,1,529,16
128,118,128,1,513,17
128,119,129,1,517,29
128,120,129,1,517,11
128,121,133,1,533,13
128,122,130,1,521,29
128,123,131,1,525,14
128,124,130,1,521,17
128,125,130,1,521,19
128,126,129,1,517,16
128,127,130,1,521,17
128,128,129,1,517,16
128,129,130,1,521,20
128,130,128,1,513,18
128,131,130,1,521,17
128,132,128,1,513,19
128,133,128,1,513,26
128,134,130,1,521,17
128,135,128,1,513,14
128,136,131,1,525,21
128,137,131,1,525,22
128,138,129,1,517,22
128,139,130,1,521,28
128,140,128,1,513,20
128,141,130,1,521,19
128,142,132,1,529,19
128,143,136,1,545,21
128,144,130,1,521,15
128,145,131,1,525,18
128,146,132,1,529,21
128,147,128,1,513,11
128,148,128,1,513,13
128,149,131,1,525,19
128,150,130,1,521,16
128,151,130,1,521,30
128,152,134,1,537,21
128,153,133,1,533,15
128,154,130,1,521,15
128,155,128,1,513,26
128,156,129,1,517,16
128,157,135,1,541,15
128,158,128,1,513,22
128,159,130,1,521,18
128,160,130,1,521,25
128,161,129,1,517,15
128,162,130,1,521,18
128,163,133,1,533,17
128,164,132,1,529,19
128,165,129,1,517,19
128,166,130,1,521,17
128,167,129,1,517,28
128,168,129,1,517,17
128,169,128,1,513,22
128,170,128,1,513,14
128,171,135,1,541,15
128,172,129,1,517,18
128,173,128,1,513,19
128,174,130,1,521,16
128,175,129,1,517,10
128,176,128,1,513,9
128,177,129,1,517,21
128,178,128,1,513,22
128,179,129,1,517,18
128,180,130,1,521,8
128,181,128,1,513,19
128,182,128,1,513,22
128,183,129,1,517,17
128,184,128,1,513,26
128,185,129,1,517,22
128,186,129,1,517,28
128,187,129,1,517,16
128,188,136,1,545,18
128,189,130,1,521,16
128,190,130,1,521,22
128,191,128,1,513,25
128,192,128,1,513,20
128,193,132,1,529,15
128,194,128,1,513,12
128,195,130,1,521,19
128,196,129,1,517,25
128,197,130,1,521,21
128,198,128,1,513,24
128,199,130,1,521,12
