n,alpha,gamma,p0,pn,c,R,neg,R_env,neg_env,purity,purity_env,x,z,p_success,witness
2,0.2,0.64,0.43321600000000043,0.12441600000000001,0.0705453045921556,0.0,3.3306690738754696e-16,0.0,3.3306690738754696e-16,0.3109534474240005,0.3109534474240005,0.25301741862789634,0.5537702283943535,0.5576320000000005,-0.1077413908156889
2,0.2,0.6425,0.43629400000000024,0.12269400000000008,0.070055406643599,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.31246758414400033,0.31246758414400033,0.25065084275010896,0.5610138321395093,0.5589880000000003,-0.10527718671280217
2,0.2,0.645,0.4393840000000005,0.1209840000000001,0.06956550869504238,0.0,4.440892098500626e-16,0.0,4.440892098500626e-16,0.31401229542400066,0.31401229542400066,0.24828508656826337,0.5681980412871542,0.5603680000000006,-0.10283698260991536
2,0.2,0.6475,0.44248600000000043,0.11928599999999993,0.06907561074648567,0.0,3.3306690738754696e-16,0.0,2.220446049250313e-16,0.3155877799840005,0.3155877799840005,0.24592044725079082,0.5753223727775687,0.5617720000000004,-0.10042077850702846
2,0.2,0.65,0.4456000000000004,0.11759999999999989,0.06858571279792902,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.3171942400000003,0.3171942400000003,0.24355721874264558,0.5823863636363642,0.5632000000000003,-0.0980285744041417
2,0.2,0.6525,0.44872600000000035,0.11592600000000003,0.06809581484937242,0.0,3.3306690738754696e-16,0.0,2.220446049250313e-16,0.3188318811040004,0.3188318811040004,0.2411956916804417,0.5893895709215589,0.5646520000000004,-0.09566037030125518
2,0.2,0.655,0.45186400000000015,0.11426400000000002,0.06760591690081579,0.0,0.0,0.0,1.1102230246251565e-16,0.32050091238400014,0.3205009123840002,0.23883615331096772,0.5963315716587061,0.5661280000000002,-0.09331616619836858
2,0.2,0.6575,0.4550139999999999,0.11261400000000005,0.06711601895225915,0.0,0.0,0.0,0.0,0.322201546384,0.322201546384,0.23647888741309148,0.6032119627643454,0.567628,-0.09099596209548177
2,0.2,0.66,0.4581760000000002,0.11097600000000003,0.06662612100370252,0.0,1.1102230246251565e-16,0.0,2.220446049250313e-16,0.3239339991040002,0.3239339991040003,0.23412417422306342,0.610030360958057,0.5691520000000002,-0.08869975799259511
2,0.2,0.6625,0.46135,0.10934999999999999,0.06613622305514587,0.0,0.0,0.0,-5.551115123125783e-17,0.32569848999999995,0.32569848999999995,0.23177229036322367,0.6167864026633958,0.5707,-0.08642755388970824
2,0.2,0.665,0.4645360000000004,0.10773599999999986,0.0656463251065892,0.0,0.0,0.0,1.1102230246251565e-16,0.32749524198400026,0.3274952419840003,0.22942350877411152,0.6234797438980073,0.5722720000000002,-0.08417934978682129
2,0.2,0.6675,0.46773400000000004,0.1061340000000001,0.06515642715803263,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.32932448142400017,0.32932448142400017,0.22707809864997738,0.6301100601532057,0.5738680000000002,-0.08195514568393503
2,0.2,0.67,0.4709440000000006,0.10454399999999996,0.06466652920947595,0.0,4.440892098500626e-16,0.0,3.3306690738754696e-16,0.3311864381440006,0.3311864381440006,0.22473632537768257,0.6366770462633458,0.5754880000000006,-0.07975494158104812
2,0.2,0.6725,0.4741660000000002,0.10296600000000009,0.06417663126091935,0.0,2.220446049250313e-16,0.0,3.3306690738754696e-16,0.3330813454240003,0.33308134542400036,0.22239845047898685,0.6431804162652563,0.5771320000000003,-0.07757873747816157
2,0.2,0.675,0.4774000000000005,0.10140000000000007,0.06368673331236271,0.0,4.440892098500626e-16,0.0,4.440892098500626e-16,0.33500944000000066,0.33500944000000066,0.22006473155619438,0.6496199032480996,0.5788000000000005,-0.07542653337527461
2,0.2,0.6775,0.4806460000000003,0.0998460000000001,0.0631968353638061,0.0,3.3306690738754696e-16,0.0,3.3306690738754696e-16,0.33697096206400046,0.33697096206400046,0.21773542224115425,0.655995259193925,0.5804920000000005,-0.07329832927238789
2,0.2,0.68,0.4839040000000005,0.09830400000000009,0.06270693741524945,0.0,5.551115123125783e-16,0.0,4.440892098500626e-16,0.3389661552640007,0.3389661552640007,0.2154107721475809,0.6623062548092777,0.5822080000000006,-0.07119412516950119
2,0.2,0.6825,0.48717400000000033,0.09677400000000004,0.0622170394666928,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.3409952667040004,0.34099526670400043,0.21309102682667894,0.6685526793481613,0.5839480000000004,-0.06911392106661451
2,0.2,0.685,0.4904560000000001,0.09525600000000009,0.061727141518136186,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.34305854694400023,0.3430585469440002,0.21077642772603655,0.6747343404266941,0.5857120000000002,-0.06705771696372786
2,0.2,0.6875,0.4937500000000002,0.09375000000000006,0.06123724356957953,0.0,2.220446049250313e-16,0.0019438717061497357,3.3306690738754696e-16,0.34515625000000033,0.3451562500000004,0.20846721215176003,0.6808510638297871,0.5875000000000002,-0.06502551286084113
2,0.2,0.6900000000000001,0.49705600000000044,0.09225599999999994,0.06074734562102286,0.0,1.1102230246251565e-16,0.0059116676032631155,2.220446049250313e-16,0.34728863334400045,0.3472886333440004,0.2061636132338144,0.6869026933101654,0.5893120000000004,-0.06301730875795408
2,0.2,0.6925,0.5003740000000005,0.090774,0.06025744767246624,0.0,4.440892098500626e-16,0.00985546350037625,4.440892098500626e-16,0.34945595790400064,0.3494559579040007,0.20386585989453126,0.6928890903800743,0.5911480000000006,-0.061033104655067616
2,0.2,0.6950000000000001,0.5037040000000005,0.08930399999999993,0.05976754972390958,0.0,2.220446049250313e-16,0.013775259397489803,2.220446049250313e-16,0.3516584880640004,0.3516584880640005,0.2015741768202437,0.6988101340959991,0.5930080000000004,-0.05907290055218062
2,0.2,0.6975,0.5070460000000003,0.08784600000000008,0.059277651775353,0.0,3.3306690738754696e-16,0.017671055294602667,3.3306690738754696e-16,0.3538964916640004,0.3538964916640005,0.1992887844360084,0.7046657208367233,0.5948920000000004,-0.05713669644929409
2,0.2,0.7000000000000001,0.5104000000000004,0.0864,0.05878775382679634,0.0,3.3306690738754696e-16,0.021542851191716172,3.3306690738754696e-16,0.3561702400000005,0.3561702400000005,0.1970098988833656,0.7104557640750672,0.5968000000000004,-0.05522449234640736
2,0.2,0.7025,0.5137660000000002,0.08496600000000008,0.05829785587823973,0.0,2.220446049250313e-16,0.02539064708882921,3.3306690738754696e-16,0.3584800078240003,0.3584800078240004,0.19473773200109465,0.7161801941436233,0.5987320000000003,-0.05333628824352066
2,0.2,0.705,0.5171440000000002,0.08354400000000001,0.05780795792968307,0.0,1.1102230246251565e-16,0.029214442985942668,1.1102230246251565e-16,0.36082607334400024,0.3608260733440002,0.1924724913089093,0.7218389579948327,0.6006880000000001,-0.05147208414063387
2,0.2,0.7075,0.5205340000000004,0.08213400000000003,0.057318059981126455,0.0,3.3306690738754696e-16,0.03301423888305588,4.440892098500626e-16,0.3632087182240005,0.3632087182240006,0.19021437999404786,0.7274320189557104,0.6026680000000004,-0.0496318800377471
2,0.2,0.71,0.5239360000000001,0.08073600000000015,0.056828162032569844,0.0,2.220446049250313e-16,0.036790034780168845,2.220446049250313e-16,0.36562822758400026,0.36562822758400026,0.1879635969006993,0.7329593564775609,0.6046720000000002,-0.04781567593486069
2,0.2,0.7125,0.5273500000000003,0.07934999999999995,0.056338264084013136,0.0,1.1102230246251565e-16,0.040541830677282675,1.1102230246251565e-16,0.36808489000000033,0.36808489000000033,0.18572033652221234,0.7384209658809959,0.6067000000000002,-0.04602347183197364
2,0.2,0.715,0.5307760000000004,0.077976,0.05584836613545652,0.0,2.220446049250313e-16,0.044269626574395815,2.220446049250313e-16,0.3705789975040005,0.3705789975040005,0.1834847889960328,0.7438168580965648,0.6087520000000004,-0.044255267729086945
2,0.2,0.7175,0.5342140000000002,0.07661400000000011,0.05535846818689993,0.0,3.3306690738754696e-16,0.04797342247150871,3.3306690738754696e-16,0.37311084558400043,0.37311084558400043,0.1812571401013048,0.749147059401337,0.6108280000000003,-0.042511063626200385
2,0.2,0.72,0.5376640000000001,0.07526400000000008,0.054868570238343274,0.0,2.220446049250313e-16,0.05165321836862202,2.220446049250313e-16,0.3756807331840002,0.3756807331840002,0.17903757125908182,0.7544116111517174,0.6129280000000003,-0.04079085952331374
2,0.2,0.7225,0.5411260000000001,0.0739260000000001,0.05437867228978666,0.0,2.220446049250313e-16,0.05530901426573531,2.220446049250313e-16,0.37828896270400025,0.3782889627040002,0.17682625953508532,0.7596105695128216,0.6150520000000002,-0.039094655420426894
2,0.2,0.725,0.5445999999999999,0.07260000000000003,0.05388877434122998,0.0,-1.1102230246251565e-16,0.05894081016284858,-5.551115123125783e-17,0.38093583999999986,0.38093583999999986,0.1746233776449449,0.764744005184705,0.6171999999999999,-0.03742245131754007
2,0.2,0.7275,0.5480860000000006,0.07128599999999999,0.053398876392673336,0.0,2.220446049250313e-16,0.06254860605996226,2.220446049250313e-16,0.38362167438400063,0.38362167438400063,0.1724290939618623,0.769812003125747,0.6193720000000006,-0.035774247214653165
2,0.2,0.73,0.5515840000000004,0.06998400000000016,0.05290897844411676,0.0,5.551115123125783e-16,0.06613240195707504,5.551115123125783e-16,0.3863467786240007,0.3863467786240007,0.17024357252663172,0.7748146622734757,0.6215680000000006,-0.034150043111766726
2,0.2,0.7325,0.5550940000000003,0.06869399999999996,0.05241908049556005,0.0,2.220446049250313e-16,0.06969219785418868,2.220446049250313e-16,0.38911146894400034,0.3891114689440004,0.16806697305994997,0.7797520952631345,0.6237880000000002,-0.032549839008879755
2,0.2,0.735,0.5586160000000007,0.06741600000000007,0.051929182547003475,0.0,6.661338147750939e-16,0.07322799375130185,5.551115123125783e-16,0.39191606502400095,0.3919160650240009,0.16589945097695777,0.7846244281442483,0.6260320000000007,-0.03097363490599314
2,0.2,0.7375,0.5621500000000003,0.06615000000000015,0.05143928459844686,0.0,4.440892098500626e-16,0.07673978964841499,4.440892098500626e-16,0.3947608900000006,0.3947608900000005,0.16374115740393708,0.7894318000954954,0.6283000000000004,-0.029421430803106663
2,0.2,0.74,0.5656960000000005,0.06489600000000002,0.05094938664989017,0.0,4.440892098500626e-16,0.08022758554552856,3.3306690738754696e-16,0.39764627046400075,0.3976462704640007,0.16159223919710405,0.7941743631381306,0.6305920000000006,-0.027893226700219764
2,0.2,0.7425,0.5692540000000005,0.06365400000000007,0.050459488701333564,0.0,4.440892098500626e-16,0.08369138144264165,4.440892098500626e-16,0.4005725364640007,0.4005725364640006,0.15945283896343077,0.7988522818482306,0.6329080000000006,-0.02638902259733311
2,0.2,0.745,0.5728240000000002,0.06242400000000018,0.04996959075277695,0.0,4.440892098500626e-16,0.08713117733975473,4.440892098500626e-16,0.4035400215040005,0.40354002150400053,0.1573230950834223,0.8034657330680297,0.6352480000000004,-0.024908818494446483
2,0.2,0.7475,0.5764060000000003,0.06120600000000003,0.04947969280422026,0.0,3.3306690738754696e-16,0.09054697323686822,3.3306690738754696e-16,0.4065490625440005,0.40654906254400053,0.1552031417357899,0.808014905616582,0.6376120000000003,-0.023452614391559545
2,0.2,0.75,0.5800000000000003,0.06000000000000009,0.04898979485566365,0.0,3.3306690738754696e-16,0.09393876913398147,2.220446049250313e-16,0.40960000000000046,0.4096000000000004,0.1530931089239488,0.8124999999999999,0.6400000000000003,-0.022020410288672854
2,0.2,0.7525000000000001,0.5836060000000002,0.05880599999999998,0.048499896907106974,0.0,1.1102230246251565e-16,0.09730656503109492,1.1102230246251565e-16,0.4126931777440003,0.4126931777440003,0.15099312250427127,0.8169212281215171,0.6424120000000002,-0.020612206185785964
2,0.2,0.755,0.5872240000000003,0.057624000000000015,0.04800999895855035,0.0,2.220446049250313e-16,0.10065036092820812,2.220446049250313e-16,0.4158289431040004,0.4158289431040004,0.14890330421603332,0.8212788129915887,0.6448480000000003,-0.01922800208289943
2,0.2,0.7575000000000001,0.5908540000000003,0.05645400000000005,0.04752010100999372,0.0,2.220446049250313e-16,0.10397015682532129,2.220446049250313e-16,0.41900764686400044,0.4190076468640004,0.1468237717129827,0.8255729884382705,0.6473080000000003,-0.0178677979800127
2,0.2,0.76,0.5944960000000004,0.05529600000000017,0.04703020306143714,0.0,5.551115123125783e-16,0.10726595272243444,6.661338147750939e-16,0.4222296432640007,0.42222964326400075,0.14475463859646504,0.829803998818083,0.6497920000000005,-0.016531593877126105
2,0.2,0.7625000000000001,0.5981500000000007,0.05415000000000009,0.04654030511288049,0.0,6.661338147750939e-16,0.11053774861954802,6.661338147750939e-16,0.42549529000000114,0.4254952900000011,0.14269601445003965,0.8339720987275794,0.6523000000000008,-0.01521938977423909
2,0.2,0.765,0.6018160000000009,0.053016,0.04605040716432379,0.0,4.440892098500626e-16,0.11378554451666134,5.551115123125783e-16,0.42880494822400117,0.4288049482240012,0.14064800487552145,0.8380775527158114,0.6548320000000009,-0.013931185671352542
2,0.2,0.7675000000000001,0.6054940000000008,0.05189399999999994,0.04556050921576713,0.0,3.3306690738754696e-16,0.11700934041377464,2.220446049250313e-16,0.43215898254400087,0.4321589825440008,0.1386107115303811,0.842120634997901,0.6573880000000007,-0.012666981568465574
2,0.2,0.77,0.6091840000000005,0.05078399999999997,0.04507061126721051,0.0,2.220446049250313e-16,0.12020913631088792,2.220446049250313e-16,0.4355577610240006,0.4355577610240005,0.1365842321664398,0.8461016291698994,0.6599680000000004,-0.011426777465578963
2,0.2,0.7725,0.6128859999999999,0.049686000000000084,0.04458071331865391,0.0,1.1102230246251565e-16,0.12338493220800073,2.220446049250313e-16,0.43900165518400003,0.4390016551840001,0.13456866066979561,0.8500208279251158,0.662572,-0.010210573362692377
2,0.2,0.775,0.6166000000000006,0.04860000000000005,0.04409081537009728,0.0,4.440892098500626e-16,0.12653672810511418,4.440892098500626e-16,0.44249104000000083,0.4424910400000007,0.13256408710191592,0.8538785327720986,0.6652000000000007,-0.009018369259805481
2,0.2,0.7775,0.6203260000000004,0.04752600000000007,0.043600917421540646,0.0,3.3306690738754696e-16,0.1296645240022274,3.3306690738754696e-16,0.44602629390400056,0.4460262939040005,0.13057059774183685,0.8576750537544244,0.6678520000000004,-0.007850165156918942
2,0.2,0.78,0.6240640000000004,0.046464000000000005,0.04311101947298398,0.0,2.220446049250313e-16,0.1327683198993408,2.220446049250313e-16,0.4496077987840006,0.4496077987840006,0.12858827512940235,0.8614107091724731,0.6705280000000005,-0.006705961054031984
2,0.2,0.7825,0.6278140000000002,0.045413999999999996,0.04262112152442734,0.0,2.220446049250313e-16,0.13584811579645417,2.220446049250313e-16,0.4532359399840003,0.45323593998400036,0.1266171981094884,0.8650858253073254,0.6732280000000002,-0.005585756951145382
2,0.2,0.785,0.6315760000000004,0.04437600000000007,0.04213122357587075,0.0,4.440892098500626e-16,0.1389039116935673,3.3306690738754696e-16,0.45691110630400056,0.45691110630400056,0.12465744187714725,0.8687007361469452,0.6759520000000004,-0.004489552848258693
2,0.2,0.7875,0.6353500000000007,0.04334999999999997,0.041641325627314055,0.0,4.440892098500626e-16,0.14193570759068086,4.440892098500626e-16,0.460633690000001,0.4606336900000011,0.12270907802361576,0.8722557831147784,0.6787000000000007,-0.0034173487453719176
2,0.2,0.79,0.6391360000000006,0.042336,0.04115142767875743,0.0,4.440892098500626e-16,0.14494350348779395,4.440892098500626e-16,0.4644040867840008,0.4644040867840008,0.12077217458313003,0.8757513148009016,0.6814720000000006,-0.002369144642485055
2,0.2,0.7925,0.6429340000000003,0.041334000000000024,0.04066152973020081,0.0,2.220446049250313e-16,0.14792729938490723,2.220446049250313e-16,0.46822269582400045,0.4682226958240004,0.1188467960804854,0.879187686695856,0.6842680000000003,-0.0013449405395985492
2,0.2,0.795,0.6467440000000001,0.040343999999999915,0.0401716317816441,0.0,-1.6653345369377348e-16,0.1508870952820205,-2.220446049250313e-16,0.47208991974400005,0.4720899197439999,0.11693300357929144,0.8825652609272758,0.687088,-0.0003447364367117345
2,0.2,0.7975,0.6505660000000008,0.03936600000000004,0.03968173383308756,0.0006314676661749452,5.551115123125783e-16,0.15382289117913373,0.00124344558956746,0.47600616462400114,0.4760061646240011,0.11503085473086483,0.8858844059994319,0.6899320000000008,0.0006314676661751673
2,0.2,0.8,0.6544000000000005,0.038400000000000045,0.03919183588453092,0.001583671769061823,4.440892098500626e-16,0.15673468707624694,0.003167343538123868,0.47997184000000076,0.47997184000000076,0.1131404038237035,0.8891454965357968,0.6928000000000005,0.001583671769061823
2,0.2,0.8025,0.6582460000000002,0.03744600000000003,0.03870193793597427,0.0025118758719484546,2.220446049250313e-16,0.15962248297336012,0.005103241486680399,0.48398735886400035,0.4839873588640004,0.11126170183349603,0.8923489130247294,0.6956920000000002,0.0025118758719486767
2,0.2,0.805,0.6621040000000005,0.036503999999999946,0.038212039987417575,0.0034160799748352844,2.220446049250313e-16,0.16248627887047373,0.007051139435237053,0.4880531376640006,0.48805313766400066,0.10939479647360908,0.8954950415683761,0.6986080000000005,0.0034160799748352844
2,0.2,0.8075,0.6659740000000005,0.035574,0.037722142038860984,0.004296284077721868,2.220446049250313e-16,0.16532607476758687,0.009011037383793719,0.49216959630400076,0.49216959630400064,0.10753973224600728,0.8985842736348761,0.7015480000000005,0.004296284077721868
2,0.2,0.81,0.6698560000000008,0.03465600000000002,0.03723224409030436,0.00515248818060865,4.440892098500626e-16,0.1681418706647002,0.010982935332350507,0.49633715814400103,0.49633715814400103,0.10569655049255176,0.9016170058139537,0.7045120000000008,0.00515248818060865
2,0.2,0.8125,0.67375,0.03375000000000011,0.03674234614174777,0.0059846922834954075,3.3306690738754696e-16,0.17093366656181308,0.012966833280906753,0.5005562500000001,0.5005562500000003,0.1038652894466368,0.9045936395759715,0.7075,0.0059846922834951854
2,0.2,0.8150000000000001,0.6776560000000003,0.032856,0.036252448193191074,0.006792896386382141,2.220446049250313e-16,0.1737014624589266,0.014962731229463566,0.5048273021440004,0.5048273021440004,0.10204598428511007,0.9075145810345215,0.7105120000000003,0.006792896386382141
2,0.2,0.8175,0.6815740000000008,0.031974000000000016,0.03576255024463445,0.007577100489268851,5.551115123125783e-16,0.17644525835604008,0.016970629178020502,0.5091507483040012,0.5091507483040011,0.10023866718044029,0.910380240712608,0.7135480000000008,0.007577100489268851
2,0.2,0.8200000000000001,0.6855040000000009,0.031103999999999965,0.03527265229607779,0.008337304592155537,4.440892098500626e-16,0.17916505425315354,0.018990527126577228,0.5135270256640012,0.5135270256640013,0.09844336735307936,0.9131910333124947,0.7166080000000008,0.008337304592155537
2,0.2,0.8225,0.6894460000000001,0.030246000000000006,0.03478275434752116,0.009073508695042198,0.0,0.18186085015026632,0.0210224250751333,0.5179565748640002,0.5179565748640002,0.09666011112398401,0.9159473774892593,0.7196920000000001,0.00907350869504242
2,0.2,0.8250000000000001,0.6934000000000009,0.02939999999999997,0.03429285639896451,0.009785712797929058,4.440892098500626e-16,0.18453264604737996,0.023066323023690494,0.5224398400000012,0.5224398400000013,0.09488892196725088,0.918649695628113,0.7228000000000009,0.009785712797929058
2,0.2,0.8275,0.6973660000000004,0.028566000000000053,0.03380295845040792,0.010473916900815672,3.3306690738754696e-16,0.1871804419444929,0.02512222097224681,0.5269772686240006,0.5269772686240005,0.0931298205628293,0.9212984136255185,0.7259320000000005,0.010473916900815672
2,0.2,0.8300000000000001,0.7013440000000006,0.02774399999999998,0.03331306050185125,0.011138121003702484,2.220446049250313e-16,0.1898042378416065,0.027190118920803585,0.5315693117440008,0.5315693117440009,0.09138282484926707,0.9238939606741574,0.7290880000000006,0.011138121003702484
2,0.2,0.8325,0.7053340000000008,0.02693400000000002,0.032823162553294635,0.011778325106589271,4.440892098500626e-16,0.19240403373871962,0.02927001686936026,0.5362164238240013,0.536216423824001,0.08964795007645998,0.926436769051768,0.7322680000000008,0.011778325106589271
2,0.2,0.835,0.7093360000000007,0.02613599999999998,0.03233326460473797,0.012394529209476035,4.440892098500626e-16,0.19497982963583294,0.03136191481791695,0.540919062784001,0.540919062784001,0.08792520885836018,0.928927273913895,0.7354720000000007,0.012394529209476035
2,0.2,0.8375,0.7133500000000006,0.025349999999999984,0.031843366656181336,0.012986733312362775,3.3306690738754696e-16,0.19753162553294623,0.033465812766473424,0.5456776900000008,0.545677690000001,0.08621461122561612,0.9313659130905647,0.7387000000000006,0.012986733312362775
2,0.2,0.84,0.7173760000000005,0.02457600000000002,0.031353468707624725,0.01355493741524949,3.3306690738754696e-16,0.20005942143005928,0.035581710715030024,0.5504927703040008,0.5504927703040007,0.08451616467810506,0.9337531268869145,0.7419520000000005,0.013554937415249269
2,0.2,0.8425,0.7214140000000006,0.023814000000000033,0.030863570759068096,0.014099141518136182,4.440892098500626e-16,0.20256321732717275,0.037709608663586636,0.5553647719840009,0.5553647719840008,0.0828298742373289,0.9360893578877874,0.7452280000000006,0.014099141518136182
2,0.2,0.845,0.7254640000000001,0.023064000000000043,0.030373672810511464,0.01461934562102285,2.220446049250313e-16,0.20504301322428575,0.03984950661214304,0.5602941667840002,0.5602941667840001,0.08115574249864121,0.9383750507663038,0.7485280000000002,0.01461934562102285
2,0.2,0.8475,0.7295260000000006,0.022326000000000006,0.029883774861954808,0.015115549723909716,3.3306690738754696e-16,0.20749880912139917,0.042001404560700006,0.5652814299040009,0.565281429904001,0.07949376968327487,0.9406106520964234,0.7518520000000005,0.015115549723909716
2,0.2,0.85,0.7336000000000005,0.021599999999999984,0.029393876913398155,0.015587753826796336,2.220446049250313e-16,0.20993060501851257,0.04416530250925654,0.5703270400000007,0.5703270400000007,0.07784395369014338,0.9427966101694917,0.7552000000000004,0.015587753826796336
2,0.2,0.8525,0.7376860000000001,0.020886000000000043,0.028903978964841568,0.016035957929683153,2.220446049250313e-16,0.21233840091562572,0.04634120045781298,0.5754314791840002,0.5754314791840003,0.07620629014738631,0.9449333748147835,0.7585720000000001,0.01603595792968293
2,0.2,0.855,0.7417840000000006,0.02018400000000002,0.02841408101628491,0.016460162032569725,3.3306690738754696e-16,0.21472219681273907,0.048529098406369986,0.5805952330240008,0.580595233024001,0.07458077246363336,0.9470213972240304,0.7619680000000005,0.016460162032569947
2,0.2,0.8575,0.7458940000000003,0.01949400000000004,0.027924183067728287,0.016860366135456495,2.220446049250313e-16,0.21708199270985218,0.05072899635492645,0.5858187905440005,0.5858187905440007,0.07296739187896407,0.9490611297799285,0.7653880000000003,0.016860366135456495
2,0.2,0.86,0.7500160000000001,0.01881600000000004,0.027434285119171654,0.01723657023834324,2.220446049250313e-16,0.21941778860696548,0.05294089430348281,0.5911026442240003,0.5911026442240002,0.07136613751553433,0.9510530258886205,0.7688320000000002,0.01723657023834324
2,0.2,0.8625,0.7541500000000002,0.01815,0.026944387170614995,0.017588774341229962,1.1102230246251565e-16,0.22172958450407876,0.05516479225203963,0.5964472900000003,0.5964472900000004,0.06977699642785183,0.9529975398161337,0.7723000000000002,0.017588774341229962
2,0.2,0.865,0.7582960000000005,0.017496,0.026454489222058352,0.01791697844411666,3.3306690738754696e-16,0.224017380401192,0.05740069020059635,0.6018532272640008,0.6018532272640007,0.06819995365267581,0.9548951265287604,0.7757920000000005,0.017916978444116882
2,0.2,0.8675,0.7624540000000006,0.01685399999999994,0.025964591273501668,0.018221182547003556,1.1102230246251565e-16,0.22628117629830546,0.05964858814915308,0.607320958864001,0.607320958864001,0.06663499225852076,0.9567462415373642,0.7793080000000006,0.018221182547003556
2,0.2,0.87,0.7666240000000002,0.016224000000000013,0.02547469332494509,0.018501386649890206,2.220446049250313e-16,0.22852097219541845,0.06190848609770949,0.6128509911040003,0.6128509911040004,0.06508209339474606,0.9585513407455852,0.7828480000000002,0.018501386649890206
2,0.2,0.8725,0.7708060000000007,0.015605999999999986,0.02498479537638843,0.01875759075277683,3.3306690738754696e-16,0.23073676809253207,0.06418038404626647,0.618443833744001,0.618443833744001,0.06354123634020949,0.9603108803019282,0.7864120000000007,0.01875759075277683
2,0.2,0.875,0.7750000000000002,0.015000000000000025,0.024494897427831827,0.018989794855663655,2.220446049250313e-16,0.232928563989645,0.0664642819948229,0.6241000000000004,0.6241000000000004,0.06201239855147296,0.9620253164556962,0.7900000000000003,0.018989794855663655
2,0.2,0.8775000000000001,0.7792060000000007,0.014406000000000018,0.02400499947927519,0.019197998958550455,4.440892098500626e-16,0.2350963598867586,0.0687601799433798,0.6298200065440012,0.6298200065440013,0.06049555571053655,0.9636951054167527,0.7936120000000008,0.019197998958550233
2,0.2,0.88,0.7834240000000009,0.01382400000000002,0.023515101530718552,0.01938220306143701,5.551115123125783e-16,0.23724015578387192,0.07106807789193648,0.6356043735040016,0.6356043735040015,0.05899068177209231,0.9653207032190736,0.797248000000001,0.01938220306143701
2,0.2,0.8825000000000001,0.7876540000000006,0.01325399999999997,0.023025203582161872,0.01954240716432376,2.220446049250313e-16,0.239359951680985,0.07338797584049295,0.6414536244640009,0.6414536244640011,0.05749774901027797,0.9669025655880576,0.8009080000000006,0.01954240716432376
2,0.2,0.885,0.7918960000000004,0.01269600000000005,0.022535305633605306,0.01967861126721049,4.440892098500626e-16,0.2414557475780983,0.07571987378904943,0.6473682864640007,0.6473682864640008,0.05601672806492059,0.9684411478115615,0.8045920000000004,0.01967861126721049
2,0.2,0.8875000000000001,0.7961500000000001,0.012150000000000001,0.022045407685048625,0.019790815370097192,1.1102230246251565e-16,0.24352754347521155,0.07806377173760581,0.6533488900000003,0.6533488900000001,0.054547587987253794,0.9699369046146233,0.8083000000000001,0.019790815370097192
2,0.2,0.89,0.8004160000000005,0.011616000000000013,0.021555509736492,0.019879019472983872,3.3306690738754696e-16,0.24557533937232479,0.08041966968616276,0.6593959690240007,0.6593959690240007,0.053090296285102034,0.9713902900378311,0.8120320000000004,0.019879019472984094
2,0.2,0.8925000000000001,0.8046940000000004,0.01109400000000002,0.02106561178793537,0.01994322357587075,3.3306690738754696e-16,0.247599135269438,0.0827875676347194,0.6655100609440006,0.6655100609440007,0.0516448189675145,0.9728017573193035,0.8157880000000004,0.01994322357587075
2,0.2,0.895,0.8089840000000005,0.010584,0.02057571383937872,0.01998342767875738,2.220446049250313e-16,0.2495989311665514,0.08516746558327615,0.6716917066240007,0.6716917066240009,0.05021112058884366,0.9741717587802354,0.8195680000000005,0.01998342767875738
2,0.2,0.8975,0.8132860000000005,0.010086000000000041,0.020085815890822128,0.01999963178164421,4.440892098500626e-16,0.25157472706366457,0.08755936353183269,0.6779414503840009,0.6779414503840008,0.048789164292257,0.9755007457139664,0.8233720000000005,0.01999963178164421
2,0.2,0.9,0.8176000000000001,0.00959999999999999,0.019595917942265426,0.019991835884530795,0.0,0.2535265229607777,0.08996326148038902,0.6842598400000002,0.6842598400000002,0.04737891185267269,0.97678916827853,0.8272,0.019991835884531017
2,0.2,0.9025,0.8219260000000003,0.00912600000000003,0.01910601999370884,0.019960039987417577,3.3306690738754696e-16,0.25545431885789105,0.09237915942894581,0.6906474267040006,0.6906474267040006,0.045980323719114646,0.9780374753926347,0.8310520000000003,0.019960039987417577
2,0.2,0.905,0.8262640000000004,0.008663999999999996,0.01861612204515217,0.019904244090304335,2.220446049250313e-16,0.2573581147550046,0.0948070573775025,0.6971047651840008,0.6971047651840006,0.04459335905647471,0.9792461146350344,0.8349280000000004,0.019904244090304335
2,0.2,0.9075,0.8306140000000005,0.008213999999999999,0.018126224096595533,0.01982444819319107,2.220446049250313e-16,0.2592379106521179,0.0972469553260592,0.703632413584001,0.7036324135840009,0.04321797578668218,0.980415532147234,0.8388280000000006,0.01982444819319129
2,0.2,0.91,0.8349760000000003,0.007776000000000001,0.017636326148038894,0.01972065229607778,1.1102230246251565e-16,0.2610937065492309,0.0996988532746157,0.7102309335040006,0.7102309335040005,0.041854130629269085,0.9815461725394896,0.8427520000000003,0.01972065229607778
