n,alpha,gamma,p0,pn,c,R,neg,R_env,neg_env,purity,purity_env,x,z,p_success,witness
2,0.2,0.22,0.08646400000000011,0.5840640000000004,0.15284815994967052,0.1327683198993408,3.3306690738754696e-16,0.0,3.3306690738754696e-16,0.44960779878400065,0.4496077987840006,0.4559038845496994,-0.7421017466832107,0.6705280000000005,0.1327683198993408
2,0.2,0.2225,0.08752600000000008,0.5803260000000002,0.1523582620011138,0.1296645240022274,2.220446049250313e-16,0.0,2.220446049250313e-16,0.44602629390400045,0.4460262939040005,0.45626354941248576,-0.737888035073639,0.6678520000000003,0.1296645240022274
2,0.2,0.225,0.08860000000000014,0.5766000000000007,0.15186836405255733,0.1265367281051144,5.551115123125783e-16,0.0,5.551115123125783e-16,0.44249104000000106,0.44249104000000095,0.4566096333510437,-0.7336139506915214,0.6652000000000008,0.1265367281051144
2,0.2,0.2275,0.08968600000000011,0.5728860000000002,0.15137846610400058,0.12338493220800095,2.220446049250313e-16,0.0,2.220446049250313e-16,0.43900165518400047,0.43900165518400036,0.45694193568095387,-0.7292792330493891,0.6625720000000004,0.12338493220800073
2,0.2,0.23,0.09078400000000007,0.5691839999999999,0.15088856815544385,0.12020913631088748,0.0,0.0,0.0,0.43555776102399996,0.43555776102399996,0.45726025551373356,-0.7248836307214892,0.659968,0.12020913631088748
2,0.2,0.2325,0.09189400000000009,0.5654939999999998,0.15039867020688727,0.11700934041377442,0.0,0.0,-5.551115123125783e-17,0.4321589825439999,0.43215898254399987,0.45756439182609754,-0.720426901616701,0.6573879999999999,0.11700934041377442
2,0.2,0.23500000000000001,0.09301600000000014,0.5618160000000003,0.1499087722583307,0.11378554451666112,4.440892098500626e-16,0.0,4.440892098500626e-16,0.4288049482240006,0.42880494822400067,0.45785414353095333,-0.7159088132528647,0.6548320000000004,0.11378554451666134
2,0.2,0.23750000000000002,0.09415000000000011,0.5581500000000003,0.14941887430977405,0.1105377486195478,2.220446049250313e-16,0.0,2.220446049250313e-16,0.4254952900000004,0.42549529000000036,0.45812930955012715,-0.711329143032347,0.6523000000000003,0.11053774861954802
2,0.2,0.24,0.09529600000000005,0.5544960000000004,0.14892897636121738,0.10726595272243467,2.220446049250313e-16,0.0,3.3306690738754696e-16,0.4222296432640007,0.42222964326400064,0.45838968888880527,-0.7066876785186644,0.6497920000000005,0.10726595272243467
2,0.2,0.2425,0.0964540000000001,0.5508540000000002,0.14843907841266077,0.10397015682532129,2.220446049250313e-16,0.0,2.220446049250313e-16,0.4190076468640004,0.41900764686400044,0.4586350807116882,-0.7019842177139785,0.6473080000000002,0.10397015682532151
2,0.2,0.245,0.09762400000000004,0.5472240000000003,0.14794918046410407,0.10065036092820812,2.220446049250313e-16,0.0,2.220446049250313e-16,0.4158289431040004,0.41582894310400037,0.4588652844208372,-0.6972185693372701,0.6448480000000003,0.10065036092820812
2,0.2,0.2475,0.09880600000000012,0.543606,0.14745928251554746,0.0973065650310947,2.220446049250313e-16,0.0,1.1102230246251565e-16,0.4126931777440003,0.41269317774400016,0.4590800997352086,-0.6923905531029927,0.6424120000000002,0.09730656503109447
2,0.2,0.25,0.10000000000000007,0.5400000000000007,0.14696938456699093,0.09393876913398169,4.440892098500626e-16,0.0,4.440892098500626e-16,0.40960000000000096,0.40960000000000096,0.45927932677184613,-0.6875000000000001,0.6400000000000008,0.09393876913398169
2,0.2,0.2525,0.10120600000000006,0.5364060000000004,0.14647948661843427,0.09054697323686844,2.220446049250313e-16,0.0,2.220446049250313e-16,0.4065490625440006,0.40654906254400064,0.4594627661287246,-0.6825467525705289,0.6376120000000004,0.09054697323686844
2,0.2,0.255,0.10242400000000011,0.5328240000000003,0.1459895886698776,0.08713117733975495,2.220446049250313e-16,0.0,3.3306690738754696e-16,0.4035400215040005,0.40354002150400053,0.45963021896921363,-0.6775306651890285,0.6352480000000004,0.08713117733975517
2,0.2,0.2575,0.10365400000000011,0.5292540000000003,0.145499690721321,0.08369138144264188,2.220446049250313e-16,0.0,2.220446049250313e-16,0.40057253646400054,0.4005725364640006,0.45978148710814487,-0.6724516043405991,0.6329080000000005,0.08369138144264165
2,0.2,0.26,0.10489600000000017,0.5256960000000004,0.14500979277276435,0.08022758554552833,4.440892098500626e-16,0.0,4.440892098500626e-16,0.3976462704640007,0.39764627046400075,0.4599163730994501,-0.6673094488988123,0.6305920000000006,0.08022758554552833
2,0.2,0.2625,0.10615000000000015,0.5221499999999998,0.14451989482420763,0.07673978964841499,0.0,0.0,0.0,0.3947608899999999,0.3947608899999999,0.4600346803253466,-0.6621040904026734,0.6283,0.07673978964841499
