a,kt,gamma,R,neg,margin
0.5,3.4000000000000004,0.9666267300396739,0.004407762285320693,5.551115123125783e-16,0.002203881142660332
0.5,3.4250000000000003,0.9674507190108966,0.004247745801522651,3.3306690738754696e-16,0.0021238729007612943
0.5,3.45,0.9682543636219321,0.004093458858018151,7.771561172376096e-16,0.002046729429009115
0.5,3.475,0.9690381661768231,0.003944702133861444,4.440892098500626e-16,0.001972351066930687
0.5,3.5,0.9698026165776815,0.0038012828090800976,5.551115123125783e-16,0.0019006414045399935
0.5,3.5250000000000004,0.9705481926308928,0.0036630143857487862,4.440892098500626e-16,0.0018315071928743938
0.5,3.5500000000000003,0.9712753603457606,0.0035297165112875284,7.771561172376096e-16,0.0017648582556437217
0.5,3.575,0.9719845742257782,0.0034012148042168455,6.661338147750939e-16,0.0017006074021084536
0.5,3.6,0.9726762775527075,0.003277340682576124,8.881784197001252e-16,0.001638670341288025
0.5,3.625,0.9733509026636445,0.003157931195171715,7.771561172376096e-16,0.0015789655975858203
0.5,3.6500000000000004,0.9740088712212447,0.0030428288558093097,4.440892098500626e-16,0.0015214144279046143
0.5,3.6750000000000003,0.9746505944772751,0.0029318814806282845,6.661338147750939e-16,0.001465940740314138
0.5,3.7,0.9752764735296606,0.0028249420286441396,5.551115123125783e-16,0.0014124710143220216
0.5,3.725,0.9758868995731831,0.002721868445579201,5.551115123125783e-16,0.001360934222789578
0.5,3.75,0.9764822541439909,0.002622523511049968,5.551115123125783e-16,0.0013112617555249388
0.5,3.7750000000000004,0.977062909358071,0.002526774689157074,9.992007221626409e-16,0.0012633873445784902
0.5,3.8000000000000003,0.9776292281438345,0.0024344939825156064,4.440892098500626e-16,0.0012172469912577922
0.5,3.825,0.9781815644689572,0.002345557789747321,7.771561172376096e-16,0.0011727788948736283
0.5,3.85,0.9787202635616228,0.0022598467664438626,7.771561172376096e-16,0.0011299233832218804
0.5,3.875,0.9792456621263003,0.0021772456896040904,-1.1102230246251565e-16,0.0010886228448020426
0.5,3.9000000000000004,0.9797580885541957,0.002097643325534637,4.440892098500626e-16,0.001048821662767273
0.5,3.9250000000000003,0.9802578631285073,0.0020209323011957103,4.440892098500626e-16,0.0010104661505979107
0.5,3.95,0.9807452982246131,0.0019470089789712652,3.3306690738754696e-16,0.0009735044894856848
0.5,3.975,0.9812206985053156,0.0018757733348269134,6.661338147750939e-16,0.0009378866674134537
0.5,4.0,0.9816843611112658,0.0018071288398240348,2.220446049250313e-16,0.0009035644199120126
0.5,4.025,0.982136575846686,0.0017409823449459072,2.220446049250313e-16,0.0008704911724729005
0.5,4.05,0.9825776253605065,0.0016772439691887797,0.0,0.0008386219845943838
0.5,4.075,0.9830077853230309,0.0016158269908708167,3.3306690738754696e-16,0.0008079134954354613
0.5,4.1000000000000005,0.9834273245982388,0.0015566477421029568,1.1102230246251565e-16,0.0007783238710514979
0.5,4.125,0.9838365054118341,0.0014996255063668418,5.551115123125783e-16,0.0007498127531834338
0.5,4.15,0.9842355835151455,0.001444682419142751,2.220446049250313e-16,0.0007223412095713301
0.5,4.175,0.9846248083449786,0.0013917433715249228,9.992007221626409e-16,0.0006958716857624459
0.5,4.2,0.9850044231795223,0.0013407359167656452,2.220446049250313e-16,0.0006703679583828434
0.5,4.2250000000000005,0.9853746652904057,0.0012915901796821672,9.992007221626409e-16,0.0006457950898410593
0.5,4.25,0.9857357660910008,0.0012442387688640366,6.661338147750939e-16,0.000622119384431968
0.5,4.275,0.9860879512810624,0.0011986166916171381,7.771561172376096e-16,0.0005993083458086008
0.5,4.3,0.9864314409877991,0.0011546612715789273,1.1102230246251565e-16,0.0005773306357894266
0.5,4.325,0.9867664499034591,0.001112312068937138,5.551115123125783e-16,0.0005561560344685928
0.5,4.3500000000000005,0.9870931874195201,0.0010715108031931209,2.220446049250313e-16,0.0005357554015965488
0.5,4.375,0.987411857757566,0.0010322012783972045,1.1102230246251565e-16,0.0005161006391985806
0.5,4.4,0.9877226600969315,0.0009943293107979034,4.440892098500626e-16,0.0004971646553989705
0.5,4.425,0.9880257886991963,0.0009578426588374711,9.992007221626409e-16,0.0004789213294187019
0.5,4.45,0.9883214330296045,0.0009226909554298501,7.771561172376096e-16,0.0004613454777148945
0.5,4.4750000000000005,0.9886097778754867,0.0008888256424612884,4.440892098500626e-16,0.00044441282123062987
0.5,4.5,0.9888910034617577,0.0008561999074478965,0.0,0.00042809995372397055
0.5,4.525,0.9891652855635639,0.0008247686222915274,2.220446049250313e-16,0.00041238431114574894
0.5,4.55,0.9894327956161474,0.0007944882840715817,9.992007221626409e-16,0.00039724414203575435
0.5,4.575,0.9896937008219993,0.000765316957815898,8.881784197001252e-16,0.0003826584789079801
0.5,4.6000000000000005,0.9899481642553665,0.000737214221190774,6.661338147750939e-16,0.00036860711059542465
0.5,4.625,0.9901963449641782,0.000710141111052609,2.220446049250313e-16,0.0003550705555262617
0.5,4.65,0.9904383980694565,0.000684060071806103,1.1102230246251565e-15,0.0003420300359030633
0.5,4.675,0.9906744748622717,0.0006589349055157179,5.551115123125783e-16,0.00032946745275786197
0.5,4.7,0.9909047228983042,0.000634730723712007,3.3306690738754696e-16,0.0003173653618560251
0.5,4.7250000000000005,0.9911292860900718,0.0006114139008457364,4.440892098500626e-16,0.0003057069504228811
0.5,4.75,0.9913483047968794,0.0005889520293345107,3.3306690738754696e-16,0.00029447601466727787
0.5,4.775,0.9915619159125485,0.000567313876154607,3.3306690738754696e-16,0.0002836569380772496
0.5,4.800000000000001,0.99177025295098,0.0005464693409262811,3.3306690738754696e-16,0.0002732346704630899
0.5,4.825,0.9919734461296048,0.0005263894154485804,3.3306690738754696e-16,0.0002631947077243392
0.5,4.8500000000000005,0.9921716224507743,0.0005070461446345931,6.661338147750939e-16,0.00025352307231725306
0.5,4.875,0.99236490578114,0.000488412588800502,4.440892098500626e-16,0.0002442062944002926
0.5,4.9,0.9925534169290756,0.00047046278727091995,3.3306690738754696e-16,0.00023523139363544016
0.5,4.925000000000001,0.9927372737201852,0.0004531717232485466,4.440892098500626e-16,0.00022658586162431065
0.5,4.95,0.9929165910709479,0.00043651528991572874,6.661338147750939e-16,0.0002182576449578403
0.5,4.9750000000000005,0.9930914810605455,0.0004204702577190744,8.881784197001252e-16,0.0002102351288595462
0.5,5.0,0.9932620530009145,0.00040501424280536824,4.440892098500626e-16,0.0002025071214027347
0.75,0.0,0.0,0.41321211119293455,0.3666060555964674,-0.4733939444035329
0.75,0.025,0.024690087971667385,0.3730821616896154,0.33657325847797726,-0.4327508047567613
0.75,0.05,0.048770575499285984,0.33500151040630044,0.3085851363873918,-0.39539650148212924
0.75,0.07500000000000001,0.07225651367144714,0.2987251937930091,0.2824598450100193,-0.3610741355760572
0.75,0.1,0.09516258196404048,0.2640339647118557,0.2580369056218924,-0.32954642408346274
0.75,0.125,0.11750309741540454,0.23073196890170844,0.23517483278855988,-0.30059422509121964
0.75,0.15000000000000002,0.1392920235749422,0.19864461349145435,0.21374893101665893,-0.2740151724520683
0.75,0.17500000000000002,0.16054297923079264,0.16761661249131077,0.1936492730513899,-0.24962241213783892
0.75,0.2,0.18126924692201818,0.13751019533801978,0.1747788653069955,-0.22724343271565814
0.75,0.225,0.20148378124062294,0.10820346563067895,0.1570519997746721,-0.20671898299210492
0.75,0.25,0.22119921692859512,0.07958889817554637,0.14039278685551215,-0.18790207038123546
0.75,0.275,0.24042787677503152,0.05157196336640424,0.12473385992527275,-0.17065703402600707
0.75,0.30000000000000004,0.2591817793182821,0.02406986876727002,0.11001523994988993,-0.15485868714155399
0.75,0.325,0.2774726463579278,0.0,0.0961833469684994,-0.14039152345558836
0.75,0.35000000000000003,0.29531191028128656,0.0,0.08319014455151896,-0.12714898299820118
0.75,0.375,0.31271072120902776,0.0,0.07099240323235034,-0.11503277284278071
0.75,0.4,0.3296799539643607,0.0,0.05955106922527165,-0.10395223872355105
0.75,0.42500000000000004,0.3462302148701527,0.0,0.04883072532555377,-0.09382378375535705
0.75,0.45,0.36237184837822667,0.0,0.03879913161276716,-0.08457033075939069
0.75,0.47500000000000003,0.37811494353498,0.0,0.02942683434233806,-0.07612082495628211
0.75,0.5,0.3934693402873666,0.0,0.02068683213445266,-0.0684097740267755
0.75,0.525,0.4084446356331849,0.0,0.012554289196552326,-0.06137682276151224
0.75,0.55,0.42305018961951335,0.0,0.005006285810674305,-0.054966359726483754
0.75,0.5750000000000001,0.4372951311930443,0.0,6.661338147750939e-16,-0.04912715356073591
0.75,0.6000000000000001,0.4511883639059736,0.0,4.440892098500626e-16,-0.04381201669894243
0.75,0.625,0.4647385714810097,0.0,3.3306690738754696e-16,-0.03897749447459442
0.75,0.65,0.47795422323898396,0.0,4.440892098500626e-16,-0.03458357771069094
0.75,0.675,0.4908435793924508,0.0,8.881784197001252e-16,-0.030593437044836136
0.75,0.7000000000000001,0.5034146962085906,0.0,4.440892098500626e-16,-0.02697317736538951
0.75,0.7250000000000001,0.5156754310446376,0.0,4.440892098500626e-16,-0.023691610855504364
0.75,0.75,0.5276334472589853,0.0,4.440892098500626e-16,-0.020720047253236562
0.75,0.775,0.5392962190010342,0.0,-1.1102230246251565e-16,-0.01803210003906358
0.75,0.8,0.5506710358827784,0.0,2.220446049250313e-16,-0.015603507357709379
0.75,0.8250000000000001,0.5617650075350509,0.0,-5.551115123125783e-17,-0.013411966569690133
0.75,0.8500000000000001,0.5725850680512734,0.0,5.551115123125783e-16,-0.011436981409998062
0.75,0.875,0.5831379803214916,0.0,5.551115123125783e-16,-0.00965972080728647
0.75,0.9,0.5934303402594009,0.0,-5.551115123125783e-17,-0.008062888487280727
0.75,0.925,0.6034685809250071,0.0,3.3306690738754696e-16,-0.006630602549292056
0.75,0.9500000000000001,0.6132589765454988,0.0,5.551115123125783e-16,-0.005348284265071529
0.75,0.9750000000000001,0.622807646436843,0.0,4.440892098500626e-16,-0.004202555405134652
0.75,1.0,0.6321205588285577,0.0,2.220446049250313e-16,-0.003181143449454346
0.75,1.0250000000000001,0.6412035345940484,0.0,6.661338147750939e-16,-0.0022727940873625493
0.75,1.05,0.6500622508888447,0.0,6.661338147750939e-16,-0.0014671904558976462
0.75,1.075,0.6587022446990063,0.0,4.440892098500626e-16,-0.0007548786069470625
0.75,1.1,0.6671289163019205,0.0,9.992007221626409e-16,-0.00012719873160513262
0.75,1.125,0.6753475326416503,0.0008475565891654657,4.440892098500626e-16,0.0004237782945827155
0.75,1.1500000000000001,0.6833632306209468,0.0018106188983584293,4.440892098500626e-16,0.0009053094491791799
0.75,1.175,0.6911810203119801,0.0026480671133704003,2.220446049250313e-16,0.001324033556685221
0.75,1.2000000000000002,0.698805788087798,0.0033720421682641444,3.3306690738754696e-16,0.0016860210841320306
0.75,1.225,0.7062422996764672,0.003993640116038533,8.881784197001252e-16,0.0019968200580192975
0.75,1.25,0.7134952031398099,0.004522996796413992,5.551115123125783e-16,0.0022614983982069785
0.75,1.2750000000000001,0.7205690317785927,0.004969365884333055,2.220446049250313e-16,0.0024846829421665793
0.75,1.3,0.7274682069659875,0.005341190824899922,3.3306690738754696e-16,0.002670595412449947
0.75,1.3250000000000002,0.7341970409110734,0.005646171122426491,4.440892098500626e-16,0.0028230855612132177
0.75,1.35,0.7407597393541085,0.005891323416054028,4.440892098500626e-16,0.002945661708026988
0.75,1.375,0.7471604041952535,0.006083037741819952,3.3306690738754696e-16,0.0030415188709099657
0.75,1.4000000000000001,0.7534030360583935,0.006227129350887539,3.3306690738754696e-16,0.0031135646754437245
0.75,1.425,0.7594915367916579,0.0063288864257358135,3.3306690738754696e-16,0.0031644432128678634
0.75,1.4500000000000002,0.7654297119062023,0.006393114010285084,2.220446049250313e-16,0.003196557005142507
0.75,1.475,0.7712212729547776,0.006424174446024722,6.661338147750939e-16,0.0032120872230123627
0.75,1.5,0.7768698398515702,0.006426024584099244,7.771561172376096e-16,0.003213012292049594
0.75,1.5250000000000001,0.7823789431347672,0.006402250022841782,1.1102230246251565e-16,0.0032011250114209414
0.75,1.55,0.7877520261732569,0.006356096601318528,0.0,0.003178048300659264
0.75,1.5750000000000002,0.7929924473188474,0.00629049936192394,4.440892098500626e-16,0.003145249680961959
0.75,1.6,0.7981034820053446,0.006208109178875487,1.1102230246251565e-16,0.003104054589437755
0.75,1.625,0.8030883247958059,0.006111317234460678,3.3306690738754696e-16,0.0030556586172303685
0.75,1.6500000000000001,0.8079500913792459,0.006002277511031329,4.440892098500626e-16,0.0030011387555156843
0.75,1.675,0.812691820518043,0.005882927453917608,1.1102230246251565e-15,0.002941463726958798
0.75,1.7000000000000002,0.8173164759472654,0.005755006948576558,3.3306690738754696e-16,0.0028775034742882597
0.75,1.725,0.8218269482271016,0.005620075744325659,3.3306690738754696e-16,0.00281003787216282
0.75,1.75,0.8262260565495548,0.005479529446869691,2.220446049250313e-16,0.00273976472343486
0.75,1.7750000000000001,0.83051655050053,0.0053346141924566215,4.440892098500626e-16,0.0026673070962283524
0.75,1.8,0.8347011117784134,0.005186440107828094,0.0,0.002593220053913994
0.75,1.8250000000000002,0.8387823558702232,0.005035993652115378,4.440892098500626e-16,0.002517996826057705
0.75,1.85,0.8427628336863724,0.004884148929429344,6.661338147750939e-16,0.0024420744647146294
0.75,1.875,0.8466450331550716,0.004731678054034072,5.551115123125783e-16,0.0023658390270170572
0.75,1.9000000000000001,0.8504313807773649,0.004579260643679417,1.1102230246251565e-16,0.0022896303218397375
0.75,1.925,0.8541242431437727,0.004427492510804321,3.3306690738754696e-16,0.002213746255402153
0.75,1.9500000000000002,0.8577259284134865,0.00427689361592809,9.992007221626409e-16,0.0021384468079640585
0.75,1.975,0.8612386877570448,0.004127915342547306,2.220446049250313e-16,0.0020639576712736035
0.75,2.0,0.8646647167633873,0.003980947148240155,4.440892098500626e-16,0.0019904735741200783
0.75,2.025,0.8680061568121697,0.003836322642422507,-1.1102230246251565e-16,0.0019181613212112545
0.75,2.0500000000000003,0.8712650964121958,0.003694325137253651,5.551115123125783e-16,0.0018471625686267876
0.75,2.075,0.8744435725068028,0.0035551927145596185,7.771561172376096e-16,0.001777596357279802
0.75,2.1,0.8775435717470181,0.0034191228482784997,6.661338147750939e-16,0.0017095614241392318
0.75,2.125,0.8805670317332803,0.00328627661882841,6.661338147750939e-16,0.0016431383094142216
0.75,2.15,0.883515842226503,0.0031567825529388305,3.3306690738754696e-16,0.0015783912764694597
0.75,2.1750000000000003,0.8863918463292363,0.0030307401198357287,3.3306690738754696e-16,0.0015153700599178936
0.75,2.2,0.8891968416376661,0.002908222912232805,9.992007221626409e-16,0.001454111456116367
0.75,2.225,0.8919325813651707,0.002789281538325694,4.440892098500626e-16,0.0013946407691628755
0.75,2.25,0.8946007754381357,0.0026739462489080434,8.881784197001252e-16,0.001336973124454073
0.75,2.275,0.8972030915647136,0.0025622293218034997,3.3306690738754696e-16,0.0012811146609017546
0.75,2.3000000000000003,0.8997411562771963,0.0024541272240432566,5.551115123125783e-16,0.0012270636120216211
0.75,2.325,0.9022165559486499,0.0023496225705808005,7.771561172376096e-16,0.0011748112852904293
0.75,2.35,0.9046308377844504,0.0022486858968280288,3.3306690738754696e-16,0.00112434294841402
0.75,2.375,0.9069855107893365,0.0021512772609073583,3.3306690738754696e-16,0.0010756386304536778
0.75,2.4000000000000004,0.9092820467105875,0.0020573476902339127,3.3306690738754696e-16,0.0010286738451169928
0.75,2.4250000000000003,0.9115218809579128,0.0019668404858572686,6.661338147750939e-16,0.0009834202429286544
0.75,2.45,0.9137064135006295,0.0018796923969026658,5.551115123125783e-16,0.0009398461984513759
0.75,2.475,0.9158370097426897,0.0017958346764503919,4.440892098500626e-16,0.0008979173382251901
0.75,2.5,0.9179150013761012,0.0017151940292603474,2.220446049250313e-16,0.0008575970146301739
0.75,2.5250000000000004,0.9199416872132795,0.0016376934609028115,3.3306690738754696e-16,0.0008188467304513792
0.75,2.5500000000000003,0.9219183339988468,0.0015632530370632836,2.220446049250313e-16,0.0007816265185316802
0.75,2.575,0.9238461772013897,0.0014917905610725146,3.3306690738754696e-16,0.0007458952805362664
0.75,2.6,0.9257264217856661,0.0014232221770384967,3.3306690738754696e-16,0.0007116110885192969
0.75,2.625,0.9275602429657486,0.0013574629053523246,2.220446049250313e-16,0.0006787314526761851
0.75,2.6500000000000004,0.9293487869395705,0.0012944271167651955,4.440892098500626e-16,0.0006472135583825891
0.75,2.6750000000000003,0.9310931716053374,0.0012340289507219993,5.551115123125783e-16,0.0006170144753609719
0.75,2.7,0.9327944872602503,0.0011761826831528932,1.1102230246251565e-16,0.0005880913415764737
0.75,2.725,0.9344537972819756,0.0011208030484872733,3.3306690738754696e-16,0.000560401524243597
0.75,2.75,0.9360721387932924,0.001067805520245546,5.551115123125783e-16,0.0005339027601227645
0.75,2.7750000000000004,0.9376505233103266,0.0010171065541995095,5.551115123125783e-16,0.0005085532770997026
0.75,2.8000000000000003,0.9391899373747821,0.0009686237977386547,2.220446049250313e-16,0.0004843118988692855
0.75,2.825,0.9406913431705612,0.0009222762687768338,3.3306690738754696e-16,0.00046113813438837173
0.75,2.85,0.9421556791251615,0.0008779845072348635,5.551115123125783e-16,0.0004389922536174767
0.75,2.875,0.9435838604962227,0.000835670701876845,3.3306690738754696e-16,0.0004178353509384419
0.75,2.9000000000000004,0.9449767799435927,0.000795258795026621,7.771561172376096e-16,0.00039762939751336374
0.75,2.9250000000000003,0.9463353080872698,0.0007566745674760789,1.1102230246251565e-16,0.00037833728373799726
0.75,2.95,0.9476602940515676,0.0007198457056807328,6.661338147750939e-16,0.00035992285284036873
0.75,2.975,0.9489525659958457,0.0006847018531617177,1.1102230246251565e-15,0.00034235092658084975
0.75,3.0,0.950212931632136,0.0006511746478474745,2.220446049250313e-16,0.0003255873239237292
0.75,3.0250000000000004,0.95144217872999,0.0006191977469418575,7.771561172376096e-16,0.00030959887347095
0.75,3.0500000000000003,0.9526410756088591,0.0005887068407524065,6.661338147750939e-16,0.0002943534203761725
0.75,3.075,0.9538103716183199,0.0005596396567815187,8.881784197001252e-16,0.00027981982839074467
0.75,3.1,0.9549507976064422,0.000531935955264462,2.220446049250313e-16,0.0002659679776322846
0.75,3.125,0.9560630663765926,0.0005055375172215992,4.440892098500626e-16,0.00025276875861081767
0.75,3.1500000000000004,0.9571478731329598,0.0004803881259927145,3.3306690738754696e-16,0.00024019406299639738
0.75,3.1750000000000003,0.9582058959150801,0.00045643354313096296,4.440892098500626e-16,0.00022821677156551834
0.75,3.2,0.9592377960216338,0.00043362147944181473,3.3306690738754696e-16,0.0002168107397209569
0.75,3.225,0.9602442184237787,0.0004119015618815336,3.3306690738754696e-16,0.00020595078094073958
0.75,3.25,0.961225792168278,0.0003912252969526797,1.2212453270876722e-15,0.00019561264847639358
0.75,3.2750000000000004,0.962183130770675,0.00037154603117617313,1.1102230246251565e-16,0.00018577301558811765
0.75,3.3000000000000003,0.96311683259876,0.0003528189091499545,4.440892098500626e-16,0.00017640945457499796
0.75,3.325,0.9640274812465703,0.0003350008296625351,4.440892098500626e-16,0.00016750041483130053
0.75,3.35,0.964915645899155,0.00031805040027088616,4.440892098500626e-16,0.0001590252001354165
0.75,3.375,0.965781881688334,0.0003019278907110401,5.551115123125783e-16,0.00015096394535555772
0.75,3.4000000000000004,0.9666267300396739,0.0002865951854720272,4.440892098500626e-16,0.00014329759273604332
0.75,3.4250000000000003,0.9674507190108966,0.00027201573581892013,3.3306690738754696e-16,0.0001360078679094606
0.75,3.45,0.9682543636219321,0.0002581545115265538,5.551115123125783e-16,0.00012907725576324957
0.75,3.475,0.9690381661768231,0.0002449779525479645,3.3306690738754696e-16,0.00012248897627396347
0.75,3.5,0.9698026165776815,0.00023245392081738814,5.551115123125783e-16,0.00011622696040873242
0.75,3.5250000000000004,0.9705481926308928,0.00022055165236167795,4.440892098500626e-16,0.0001102758261808666
0.75,3.5500000000000003,0.9712753603457606,0.0002092417098706889,7.771561172376096e-16,0.00010462085493530458
0.75,3.575,0.9719845742257782,0.0001984959358587446,6.661338147750939e-16,9.924796792933572e-05
0.75,3.6,0.9726762775527075,0.0001882874065297635,7.771561172376096e-16,9.414370326486036e-05
0.75,3.625,0.9733509026636445,0.00017859038644019165,6.661338147750939e-16,8.929519322009287e-05
0.75,3.6500000000000004,0.9740088712212447,0.00016938028404234196,3.3306690738754696e-16,8.469014202118659e-05
0.75,3.6750000000000003,0.9746505944772751,0.00016063360817497596,6.661338147750939e-16,8.03168040875092e-05
0.75,3.7,0.9752764735296606,0.000152327925556639,7.771561172376096e-16,7.616396277828769e-05
0.75,3.725,0.9758868995731831,0.00014444181932593558,5.551115123125783e-16,7.222090966296247e-05
0.75,3.75,0.9764822541439909,0.0001369548486656047,6.661338147750939e-16,6.847742433274943e-05
0.75,3.7750000000000004,0.977062909358071,0.00012984750953326518,8.881784197001252e-16,6.492375476664284e-05
0.75,3.8000000000000003,0.9776292281438345,0.00012310119652259033,3.3306690738754696e-16,6.155059826124182e-05
0.75,3.825,0.9781815644689572,0.00011669816586090676,8.881784197001252e-16,5.834908293044433e-05
0.75,3.85,0.9787202635616228,0.00011062149955609613,6.661338147750939e-16,5.531074977800185e-05
0.75,3.875,0.9792456621263003,0.00010485507068680455,-2.7755575615628914e-16,5.242753534335567e-05
0.75,3.9000000000000004,0.9797580885541957,9.938350983751398e-05,6.661338147750939e-16,4.969175491880223e-05
0.75,3.9250000000000003,0.9802578631285073,9.419217266803948e-05,4.440892098500626e-16,4.709608633406048e-05
0.75,3.95,0.9807452982246131,8.926710860501785e-05,4.440892098500626e-16,4.4633554302526904e-05
0.75,3.975,0.9812206985053156,8.459503064406348e-05,6.661338147750939e-16,4.229751532199989e-05
0.75,4.0,0.9816843611112658,8.016328624260716e-05,2.220446049250313e-16,4.0081643121354624e-05
0.75,4.025,0.982136575846686,7.595982928698675e-05,-5.551115123125783e-17,3.797991464352221e-05
0.75,4.05,0.9825776253605065,7.197319310847661e-05,0.0,3.598659655421599e-05
0.75,4.075,0.9830077853230309,6.819246453004801e-05,5.551115123125783e-16,3.409623226504913e-05
0.75,4.1000000000000005,0.9834273245982388,6.460725891810348e-05,0.0,3.2303629459069536e-05
0.75,4.125,0.9838365054118341,6.120769621231759e-05,7.771561172376096e-16,3.060384810621109e-05
0.75,4.15,0.9842355835151455,5.7984377911601825e-05,1.1102230246251565e-16,2.8992188955759815e-05
0.75,4.175,0.9846248083449786,5.492836498532938e-05,8.881784197001252e-16,2.746418249265591e-05
0.75,4.2,0.9850044231795223,5.2031156688503444e-05,2.220446049250313e-16,2.6015578344216563e-05
0.75,4.2250000000000005,0.9853746652904057,4.9284670247562445e-05,9.992007221626409e-16,2.464233512374546e-05
0.75,4.25,0.9857357660910008,4.668122139483977e-05,7.771561172376096e-16,2.33406106974335e-05
0.75,4.275,0.9860879512810624,4.421350572192395e-05,6.661338147750939e-16,2.210675286095339e-05
0.75,4.3,0.9864314409877991,4.187458082438589e-05,-1.6653345369377348e-16,2.0937290412199537e-05
0.75,4.325,0.9867664499034591,3.965784921344806e-05,5.551115123125783e-16,1.982892460673378e-05
0.75,4.3500000000000005,0.9870931874195201,3.7557041965285975e-05,2.220446049250313e-16,1.87785209826311e-05
0.75,4.375,0.987411857757566,3.556620308309277e-05,2.220446049250313e-16,1.7783101541599235e-05
0.75,4.4,0.9877226600969315,3.3679674546815974e-05,4.440892098500626e-16,1.6839837273452453e-05
0.75,4.425,0.9880257886991963,3.189208202258875e-05,9.992007221626409e-16,1.5946041011250053e-05
0.75,4.45,0.9883214330296045,3.0198321209429224e-05,7.771561172376096e-16,1.5099160604666746e-05
0.75,4.4750000000000005,0.9886097778754867,2.8593544798782844e-05,2.220446049250313e-16,1.4296772399433052e-05
0.75,4.5,0.9888910034617577,2.7073150022038917e-05,-1.1102230246251565e-16,1.353657501096635e-05
0.75,4.525,0.9891652855635639,2.5632766761152226e-05,3.3306690738754696e-16,1.2816383380618639e-05
0.75,4.55,0.9894327956161474,2.4268246206604616e-05,9.992007221626409e-16,1.2134123103265469e-05
0.75,4.575,0.9896937008219993,2.2975650030510053e-05,9.992007221626409e-16,1.1487825015285532e-05
0.75,4.6000000000000005,0.9899481642553665,2.1751240064649124e-05,7.771561172376096e-16,1.0875620032283429e-05
0.75,4.625,0.9901963449641782,2.0591468452568762e-05,1.1102230246251565e-16,1.02957342262487e-05
0.75,4.65,0.9904383980694565,1.9492968264200883e-05,9.992007221626409e-16,9.74648413214794e-06
0.75,4.675,0.9906744748622717,1.8452544548575034e-05,3.3306690738754696e-16,9.226272274286018e-06
0.75,4.7,0.9909047228983042,1.746716580619534e-05,2.220446049250313e-16,8.733582903078495e-06
0.75,4.7250000000000005,0.9911292860900718,1.6533955866426808e-05,3.3306690738754696e-16,8.26697793321037e-06
0.75,4.75,0.9913483047968794,1.5650186149018808e-05,5.551115123125783e-16,7.82509307445717e-06
0.75,4.775,0.9915619159125485,1.4813268293556447e-05,4.440892098500626e-16,7.406634146769228e-06
0.75,4.800000000000001,0.99177025295098,1.4020747143073109e-05,0.0,7.010373571510113e-06
0.75,4.825,0.9919734461296048,1.3270294062062149e-05,3.3306690738754696e-16,6.635147031057836e-06
0.75,4.8500000000000005,0.9921716224507743,1.2559700578451682e-05,7.771561172376096e-16,6.2798502892559295e-06
0.75,4.875,0.99236490578114,1.1886872330890697e-05,5.551115123125783e-16,5.943436165499915e-06
0.75,4.9,0.9925534169290756,1.1249823311132445e-05,3.3306690738754696e-16,5.624911655514761e-06
0.75,4.925000000000001,0.9927372737201852,1.0646670384417689e-05,5.551115123125783e-16,5.323335192169719e-06
0.75,4.95,0.9929165910709479,1.0075628079864174e-05,4.440892098500626e-16,5.037814039921201e-06
0.75,4.9750000000000005,0.9930914810605455,9.535003633542871e-06,8.881784197001252e-16,4.7675018167498684e-06
0.75,5.0,0.9932620530009145,9.023192275359193e-06,4.440892098500626e-16,4.511596137705429e-06
1.0,0.0,0.0,0.41321211119293455,0.3666060555964674,-0.4733939444035329
1.0,0.025,0.024690087971667385,0.36020747442761936,0.330138437549639,-0.4391881483877597
1.0,0.05,0.048770575499285984,0.31088662549167534,0.29654568655524527,-0.4074539439394419
1.0,0.07500000000000001,0.07225651367144714,0.26484798000773035,0.2655751775766887,-0.3780127424686967
1.0,0.1,0.09516258196404048,0.22172909372972915,0.23699761299582844,-0.3506988595745257
1.0,0.125,0.11750309741540454,0.18120325381791158,0.21060527129472817,-0.3253585826331178
1.0,0.15000000000000002,0.1392920235749422,0.14297634687766103,0.1862103270769725,-0.30184930575896496
1.0,0.17500000000000002,0.16054297923079264,0.1067839822256369,0.16364324309823375,-0.2800387272706759
1.0,0.2,0.18126924692201818,0.07238885047912036,0.1427512369825823,-0.259804105145108
1.0,0.225,0.20148378124062294,0.03957829907530419,0.12339682651276962,-0.24103156626979194
1.0,0.25,0.22119921692859512,0.00816210772528092,0.105456457861417,-0.2236154656063683
1.0,0.275,0.24042787677503152,0.0,0.08881922099369066,-0.20745779165863518
1.0,0.30000000000000004,0.2591817793182821,0.0,0.07338565587173629,-0.19246761489940442
1.0,0.325,0.2774726463579278,0.0,0.059066652186995805,-0.17856057605211514
1.0,0.35000000000000003,0.29531191028128656,0.0,0.0457824442878082,-0.16565841134742376
1.0,0.375,0.31271072120902776,0.0,0.03346170187818609,-0.15368851208310863
1.0,0.4,0.3296799539643607,0.0,0.022040716020929496,-0.14258351600863095
1.0,0.42500000000000004,0.3462302148701527,0.0,0.011462679015738164,-0.1322809282348305
1.0,0.45,0.36237184837822667,0.0,0.0016770558094996169,-0.12272276953535853
1.0,0.47500000000000003,0.37811494353498,0.0,5.551115123125783e-16,-0.11385525006062917
1.0,0.5,0.3934693402873666,0.0,4.440892098500626e-16,-0.10562846662805714
