a,kt,gamma,R,neg,margin
0.5,2.3000000000000003,0.8997411562771963,0.021583205549124962,5.551115123125783e-16,0.010791602774562458
0.5,2.325,0.9022165559486499,0.020848844347371775,8.881784197001252e-16,0.010424422173685909
0.5,2.35,0.9046308377844504,0.02013717481127486,3.3306690738754696e-16,0.010068587405637484
0.5,2.375,0.9069855107893365,0.019447675132018505,1.1102230246251565e-16,0.009723837566009218
0.5,2.4000000000000004,0.9092820467105875,0.01877982006315637,2.220446049250313e-16,0.009389910031578146
0.5,2.4250000000000003,0.9115218809579128,0.018133082683249313,8.881784197001252e-16,0.009066541341624669
0.5,2.45,0.9137064135006295,0.017506935975405646,6.661338147750939e-16,0.008753467987702832
0.5,2.475,0.9158370097426897,0.016900854239009222,4.440892098500626e-16,0.008450427119504613
0.5,2.5,0.9179150013761012,0.016314314347734893,3.3306690738754696e-16,0.008157157173867497
0.5,2.5250000000000004,0.9199416872132795,0.01574679686686231,1.1102230246251565e-16,0.007873398433431126
0.5,2.5500000000000003,0.9219183339988468,0.015197787041885347,3.3306690738754696e-16,0.0075988935209427046
0.5,2.575,0.9238461772013897,0.014666775669486709,4.440892098500626e-16,0.007333387834743338
0.5,2.6,0.9257264217856661,0.01415325986107252,3.3306690738754696e-16,0.007076629930536311
0.5,2.625,0.9275602429657486,0.013656743708273744,2.220446049250313e-16,0.0068283718541368825
0.5,2.6500000000000004,0.9293487869395705,0.013176738859070669,3.3306690738754696e-16,0.006588369429535363
0.5,2.6750000000000003,0.9310931716053374,0.01271276501252272,6.661338147750939e-16,0.006356382506261399
0.5,2.7,0.9327944872602503,0.01226435033944484,1.1102230246251565e-16,0.006132175169722391
0.5,2.725,0.9344537972819756,0.011831031835792594,2.220446049250313e-16,0.005915515917896343
0.5,2.75,0.9360721387932924,0.011412355614977887,3.3306690738754696e-16,0.005706177807488947
0.5,2.7750000000000004,0.9376505233103266,0.011007877144831646,5.551115123125783e-16,0.005503938572415852
0.5,2.8000000000000003,0.9391899373747821,0.010617161434477884,3.3306690738754696e-16,0.0053085807172389265
0.5,2.825,0.9406913431705612,0.010239783175947315,3.3306690738754696e-16,0.005119891587973669
0.5,2.85,0.9421556791251615,0.009875326844973609,3.3306690738754696e-16,0.004937663422486839
0.5,2.875,0.9435838604962227,0.00952338676504394,3.3306690738754696e-16,0.004761693382521999
0.5,2.9000000000000004,0.9449767799435927,0.009183567138445925,7.771561172376096e-16,0.004591783569222967
0.5,2.9250000000000003,0.9463353080872698,0.008855482047738006,1.1102230246251565e-16,0.004427741023869006
0.5,2.95,0.9476602940515676,0.008538755430788303,3.3306690738754696e-16,0.004269377715394187
0.5,2.975,0.9489525659958457,0.008233021032259424,9.992007221626409e-16,0.004116510516129681
0.5,3.0,0.950212931632136,0.007937922334174008,2.220446049250313e-16,0.003968961167086999
0.5,3.0250000000000004,0.95144217872999,0.007653112467974177,8.881784197001252e-16,0.0038265562339870928
0.5,3.0500000000000003,0.9526410756088591,0.007378254110273819,6.661338147750939e-16,0.003689127055136952
0.5,3.075,0.9538103716183199,0.007113019364320072,7.771561172376096e-16,0.003556509682160084
0.5,3.1,0.9549507976064422,0.006857089628997004,2.220446049250313e-16,0.0034285448144984573
0.5,3.125,0.9560630663765926,0.00661015545704613,3.3306690738754696e-16,0.0033050777285230743
0.5,3.1500000000000004,0.9571478731329598,0.006371916404030342,3.3306690738754696e-16,0.0031859582020152145
0.5,3.1750000000000003,0.9582058959150801,0.006142080869423694,4.440892098500626e-16,0.003071040434711883
0.5,3.2,0.9592377960216338,0.005920365931091132,3.3306690738754696e-16,0.002960182965545581
0.5,3.225,0.9602442184237787,0.005706497174299718,3.3306690738754696e-16,0.0028532485871498843
0.5,3.25,0.961225792168278,0.0055002085162993986,1.1102230246251565e-15,0.002750104258149721
0.5,3.2750000000000004,0.962183130770675,0.005301242027409225,2.220446049250313e-16,0.0026506210137046096
0.5,3.3000000000000003,0.96311683259876,0.005109347749458815,6.661338147750939e-16,0.0025546738747294173
0.5,3.325,0.9640274812465703,0.004924283512347971,5.551115123125783e-16,0.0024621417561739916
0.5,3.35,0.964915645899155,0.0047458147494128244,3.3306690738754696e-16,0.002372907374706463
0.5,3.375,0.965781881688334,0.004573714312217092,4.440892098500626e-16,0.002286857156108565
